event_id,player_name,contract_start_season,contract_years,treatment_category,contract_type,pre_impact_overall_mw,pre_impact_offense_mw,pre_impact_defense_mw,pre_total_minutes,pre_seasons_valid,post_impact_overall_mw,post_impact_offense_mw,post_impact_defense_mw,post_total_minutes,post_seasons_valid,post_minutes_per_season,mis_overall,mis_offense,mis_defense,mis_data_quality
austin_rivers_2017_LAC,Austin Rivers,2017-18,3,re_signed_standard,roster_continuity,-2.4080727686185335,-1.6161455372370666,-0.7919272313814667,3518,2,-2.6719140693784116,-1.8765451664025357,-0.7953689029758759,5679,3,1893,-0.2638413007598781,-0.2603996291654691,-0.0034416715944092235,complete
avery_bradley_2017_LAC,Avery Bradley,2017-18,3,new_team,team_change,-0.30990619995424384,-0.23207504003660492,-0.03584991992679022,4371,2,-3.4804376657824934,-2.9157824933687,-0.5646551724137931,4524,3,1508,-3.1705314658282493,-2.6837074533320955,-0.5288052524870029,complete
ben_mclemore_2017_MEM,Ben McLemore,2017-18,3,new_team,team_change,-3.9796105383734246,-2.8305841924398627,-1.1490263459335626,2619,2,-1.8687822878228781,-1.107749077490775,-0.7610332103321034,2710,2,1355,2.1108282505505462,1.7228351149490877,0.3879931356014592,complete
bismack_biyombo_2017_ORL,Bismack Biyombo,2017-18,3,re_signed_standard,roster_continuity,-1.6937517356289922,-2.3456262149402947,0.6518744793113025,3601,2,-2.4547928636226186,-2.3037193831267007,-0.12739643181130933,3307,3,1102.3333333333333,-0.7610411279936264,0.041906831813594,-0.7792709111226118,complete
blake_griffin_2017_DET,Blake Griffin,2017-18,3,new_team,team_change,4.627911275415896,3.911645101663586,0.7162661737523105,3246,2,3.500901253918495,3.736167711598746,-0.2352664576802508,5104,3,1701.3333333333333,-1.1270100214974015,-0.17547739006483987,-0.9515326314325613,complete
boban_marjanovic_2017_LAC,Boban Marjanovic,2017-18,3,new_team,team_change,4.3,3.9,0.4,508,1,3.2000000000000006,2.8,0.3,681,1,681,-1.0999999999999992,-1.1,-0.10000000000000003,complete
bobby_brown_2017_HOU,Bobby Brown,2017-18,3,re_signed_standard,roster_continuity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
bobby_portis_2017_CHI,Bobby Portis,2017-18,3,re_signed_standard,roster_continuity,-2.4436726926736445,-1.0718363463368221,-1.3718363463368222,2102,2,-0.769434832756632,0.7738869665513265,-1.5353863898500575,4335,3,1445,1.6742378599170125,1.8457233128881487,-0.16355004351323532,complete
bojan_bogdanovic_2017_IND,Bojan Bogdanovic,2017-18,3,new_team,team_change,-2.854954740352549,-0.5534302048594569,-2.351905669366365,4198,2,0.039971910112359545,1.1109129213483147,-1.070941011235955,7120,3,2373.3333333333335,2.8949266504649085,1.6643431262077715,1.28096465813041,complete
bradley_beal_2017_WAS,Bradley Beal,2017-18,3,re_signed_standard,roster_continuity,2.133333333333333,3.0333333333333337,-0.961111111111111,4392,2,2.64138744105237,3.849664929262844,-1.1706999255398363,8058,3,2686,0.5080541077190373,0.8163315959295105,-0.20958881442872523,complete
brandon_ingram_2017_LAL,Brandon Ingram,2017-18,3,re_signed_standard,roster_continuity,-4.4,-3,-1.4,2279,1,-0.2520294570988182,0.20457270080493234,-0.45660215790375064,5839,3,1946.3333333333333,4.147970542901183,3.2045727008049325,0.9433978420962492,complete
brandon_jennings_2017_MIL,Brandon Jennings,2017-18,3,new_team,team_change,-1.749812734082397,-0.744868913857678,-1.0374531835205993,2670,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
brandon_rush_2017_POR,Brandon Rush,2017-18,3,new_team,team_change,-1.6398081534772182,-1.2916067146282975,-0.34820143884892085,2085,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
brook_lopez_2017_LAL,Brook Lopez,2017-18,3,new_team,team_change,1.7748877965377214,2.3748877965377218,-0.5474887796537722,4679,2,1.7541538985359213,0.24114742934967653,1.543939393939394,5874,3,1958,-0.020733898001800144,-2.1337403671880453,2.091428173593166,complete
bryn_forbes_2017_SAS,Bryn Forbes,2017-18,3,re_signed_standard,roster_continuity,NA,NA,NA,NA,NA,-2.174355167934682,-1.0071998515494527,-1.1671553163852293,5389,3,1796.3333333333333,NA,NA,NA,missing_data
buddy_hield_2017_SAC,Buddy Hield,2017-18,3,re_signed_standard,roster_continuity,-2,-0.6,-1.4,1888,1,1.4519474835886215,2.6157403355215174,-1.1342669584245075,6855,3,2285,3.4519474835886212,3.2157403355215175,0.2657330415754924,complete
caris_levert_2017_BKN,Caris LeVert,2017-18,3,re_signed_standard,roster_continuity,-1.1,-1.3,0.3,1237,1,-0.3940803382663848,-0.23774958891237963,-0.15633074935400518,4257,3,1419,0.7059196617336153,1.0622504110876205,-0.4563307493540052,complete
carmelo_anthony_2017_OKC,Carmelo Anthony,2017-18,3,new_team,team_change,1.9979479084451461,3.0488161010260457,-1.0508681925808998,5068,2,-2.634362934362934,-1.1183738360208948,-1.5159890983420394,4403,2,2201.5,-4.63231084280808,-4.16718993704694,-0.4651209057611396,complete
chandler_parsons_2017_MEM,Chandler Parsons,2017-18,3,re_signed_standard,roster_continuity,0.4175424413904608,0.3266774454324981,0.09086499595796282,2474,2,0.8,1.2,-0.4,691,1,691,0.38245755860953923,0.8733225545675019,-0.49086499595796285,complete
channing_frye_2017_LAL,Channing Frye,2017-18,3,new_team,team_change,0.9076212471131639,0.8919168591224018,0.015704387990762108,2598,2,-0.5,-0.5,0,695,1,695,-1.407621247113164,-1.3919168591224018,-0.015704387990762108,complete
cheick_diallo_2017_NOP,Cheick Diallo,2017-18,3,re_signed_standard,roster_continuity,NA,NA,NA,NA,NA,-1.0180094786729856,-1.1786729857819906,0.1,1477,2,738.5,NA,NA,NA,missing_data
chris_paul_2017_HOU,Chris Paul,2017-18,3,new_team,team_change,8.254019811103431,6.077009905551716,2.221262381939645,4341,2,5.0864682002706365,3.5930818673883627,1.430734100135318,5912,3,1970.6666666666667,-3.1675516108327946,-2.483928038163353,-0.7905282818043271,complete
cj_mccollum_2017_POR,CJ McCollum,2017-18,3,re_signed_standard,roster_continuity,1.6510043041606888,2.8515781922525103,-1.200573888091822,5576,2,0.9117137764196588,2.0534377387318563,-1.0742678889737711,7854,3,2618,-0.73929052774103,-0.798140453520654,0.12630599911805085,complete
cj_miles_2017_TOR,CJ Miles,2017-18,3,new_team,team_change,0.5,0.9288888888888889,-0.4288888888888889,3240,2,-0.9490652074783402,-0.32713178294573647,-0.6219334245326038,2193,2,1096.5,-1.4490652074783403,-1.2560206718346254,-0.19304453564371493,complete
clint_capela_2017_HOU,Clint Capela,2017-18,3,re_signed_standard,roster_continuity,0.42117802779616137,0.5211780277961615,-0.10000000000000002,3022,2,2.778353110391945,2.4419813016900394,0.3363718087019058,5562,3,1854,2.357175082595784,1.9208032738938778,0.43637180870190584,complete
cody_zeller_2017_CHA,Cody Zeller,2017-18,3,re_signed_standard,roster_continuity,0.04789939982852243,-1.0014004001143184,1.0492997999428408,3499,2,-0.4461849890999689,-0.3830582373092494,-0.06312675179071942,3211,3,1070.3333333333333,-0.4940843889284913,0.6183421628050689,-1.1124265517335603,complete
cole_aldrich_2017_MIN,Cole Aldrich,2017-18,3,re_signed_standard,roster_continuity,1.123365890308039,-1.458527422990233,2.6419984973703983,1331,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
corey_brewer_2017_OKC,Corey Brewer,2017-18,3,new_team,team_change,-2.813152542372881,-3.0473898305084743,0.1776610169491525,2950,2,-1.3,-3.2,1.9,1208,1,1208,1.5131525423728809,-0.15261016949152584,1.7223389830508473,complete
cory_joseph_2017_IND,Cory Joseph,2017-18,3,new_team,team_change,-1.2494690046925168,-1.0010619906149667,-0.24840701407755003,4049,2,-1.2695954907161804,-1.990086206896552,0.7204907161803713,6032,3,2010.6666666666667,-0.020126486023663626,-0.9890242162815852,0.9688977302579214,complete
courtney_lee_2017_NYK,Courtney Lee,2017-18,3,re_signed_standard,roster_continuity,-0.948696015021907,-0.9921760901314417,0.04348007510953472,4793,2,-0.3,-0.1,-0.2,2310,1,2310,0.648696015021907,0.8921760901314417,-0.24348007510953473,complete
cristiano_felicio_2017_CHI,Cristiano Felicio,2017-18,3,re_signed_standard,roster_continuity,-0.7,-0.6,-0.1,1040,1,-3.9865931514799766,-2.453627394080093,-1.532965757399884,1723,2,861.5,-3.286593151479977,-1.853627394080093,-1.432965757399884,complete
damian_lillard_2017_POR,Damian Lillard,2017-18,3,re_signed_standard,roster_continuity,4.701005586592179,5.900670391061452,-1.199664804469274,5370,2,7.008544224505136,7.26071160110248,-0.2852668504134302,7982,3,2660.6666666666665,2.307538637912957,1.360041210041028,0.9143979540558438,complete
dangelo_russell_2017_BKN,D'Angelo Russell,2017-18,3,new_team,team_change,-1.6325552825552825,-0.07705159705159709,-1.5555036855036855,4070,2,1.8701207635372028,3.174289053369692,-1.3041682898324891,5134,3,1711.3333333333333,3.5026760460924855,3.251340650421289,0.25133539567119634,complete
danilo_gallinari_2017_LAC,Danilo Gallinari,2017-18,3,new_team,team_change,2.001736722879436,3.0777246413289703,-1.0759879184495342,3973,2,3.192462751971954,3.91693689745837,-0.7195442594215601,4564,3,1521.3333333333333,1.190726029092518,0.8392122561293998,0.35644365902797415,complete
danny_green_2017_SAS,Danny Green,2017-18,3,re_signed_standard,roster_continuity,0.9598862755233911,-1,2.0065908503489274,3869,2,1.0523182297154898,-0.2123463294696171,1.1961187214611873,5694,3,1898,0.09243195419209871,0.7876536705303829,-0.8104721288877401,complete
dante_cunningham_2017_BKN,Dante Cunningham,2017-18,3,new_team,team_change,-2.253370165745856,-2.117790055248619,-0.13558011049723756,3620,2,-1.2900401606425702,-1.4254618473895582,0.09815261044176704,2490,2,1245,0.9633300051032858,0.6923282078590607,0.2337327209390046,complete
dante_exum_2017_UTA,Dante Exum,2017-18,3,re_signed_standard,roster_continuity,-3.3,-3.2,-0.1,1228,1,-2.1,-2,-0.1,664,1,664,1.1999999999999997,1.2000000000000002,0,complete
dario_saric_2017_PHI,Dario Saric,2017-18,3,re_signed_standard,roster_continuity,-2.3,-1.3,-0.9,2129,1,-0.14863369656328587,0.5679631181894385,-0.7165968147527242,5965,3,1988.3333333333333,2.151366303436714,1.8679631181894385,0.18340318524727584,complete
darrell_arthur_2017_DEN,Darrell Arthur,2017-18,3,re_signed_standard,roster_continuity,-0.5924361948955916,-0.8848723897911832,0.2924361948955917,2155,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
darren_collison_2017_IND,Darren Collison,2017-18,3,new_team,team_change,-0.38178421298458665,0.610929472209248,-0.9927136851938347,4282,2,2.236481614996395,1.575967315549147,0.6605142994472483,4161,2,2080.5,2.6182658279809816,0.965037843339899,1.6532279846410831,complete
darrun_hilliard_2017_SAS,Darrun Hilliard,2017-18,3,new_team,team_change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
david_west_2017_GSW,David West,2017-18,3,re_signed_standard,roster_continuity,2.8621789193976968,-0.07821080602302921,2.9403897254207263,2258,2,3.1,0.7,2.5,999,1,999,0.23782108060230334,0.7782108060230292,-0.4403897254207263,complete
davis_bertans_2017_SAS,Davis Bertans,2017-18,3,re_signed_standard,roster_continuity,1.3,0.5,0.8000000000000002,808,1,1.2285282492443617,1.6636363636363636,-0.43510811439200187,4301,3,1433.6666666666667,-0.07147175075563839,1.1636363636363636,-1.235108114392002,complete
deandre_bembry_2017_ATL,DeAndre' Bembry,2017-18,3,re_signed_standard,roster_continuity,NA,NA,NA,NA,NA,-2.4321503865073786,-3.364300773014757,0.8964511595221364,2846,2,1423,NA,NA,NA,missing_data
deandre_jordan_2017_LAC,DeAndre Jordan,2017-18,3,re_signed_standard,roster_continuity,3.048645510835913,1.9972910216718267,1.1010835913312693,5168,2,1.997248028045574,1.2689219982471518,0.7283260297984225,5705,3,1901.6666666666667,-1.0513974827903392,-0.7283690234246749,-0.3727575615328468,complete
deandre_liggins_2017_NOP,DeAndre Liggins,2017-18,3,new_team,team_change,-2.2,-4.5,2.4,777,1,-2.5,-4.3,1.8,724,1,724,-0.2999999999999998,0.20000000000000018,-0.5999999999999999,complete
dejounte_murray_2017_SAS,Dejounte Murray,2017-18,3,re_signed_standard,roster_continuity,NA,NA,NA,NA,NA,0.4508163265306123,-1.2557142857142858,1.7573469387755105,3430,2,1715,NA,NA,NA,missing_data
delon_wright_2017_TOR,Delon Wright,2017-18,3,re_signed_standard,roster_continuity,NA,NA,NA,NA,NA,2.1821352615908123,0.46280306252658443,1.688855806039983,4702,3,1567.3333333333333,NA,NA,NA,missing_data
demar_derozan_2017_TOR,DeMar DeRozan,2017-18,3,re_signed_standard,roster_continuity,2.741519174041298,3.6347345132743363,-0.8449115044247788,5424,2,1.9375243033052496,2.1984575502268306,-0.2960725858716785,7715,3,2571.6666666666665,-0.8039948707360485,-1.4362769630475056,0.5488389185531003,complete
demarcus_cousins_2017_NOP,DeMarcus Cousins,2017-18,3,re_signed_standard,roster_continuity,5.131352154531946,3.903459987263851,1.227892167268096,4711,2,4.177392344497608,1.854425837320574,2.3229665071770333,2508,2,1254,-0.9539598100343376,-2.049034149943277,1.0950743399089373,complete
demarre_carroll_2017_BKN,DeMarre Carroll,2017-18,3,new_team,team_change,0.08838080959520239,-0.5178410794602699,0.6062218890554723,2668,2,-0.5455833118722637,-0.1140097862477466,-0.48771568374967805,3883,2,1941.5,-0.6339641214674661,0.4038312932125233,-1.0939375728051504,complete
dennis_schroder_2017_ATL,Dennis Schroder,2017-18,3,re_signed_standard,roster_continuity,-0.3158304919629811,0.5472966390647832,-0.7631271310277643,4106,2,-0.9505085276169614,0.26354248161477073,-1.2152871225160382,6391,3,2130.3333333333335,-0.6346780356539803,-0.2837541574500125,-0.4521599914882739,complete
denzel_valentine_2017_CHI,Denzel Valentine,2017-18,3,re_signed_standard,roster_continuity,-3.3,-3.5,0.1,976,1,-1,-1,0,2095,1,2095,2.3,2.5,-0.1,complete
derrick_favors_2017_UTA,Derrick Favors,2017-18,3,re_signed_standard,roster_continuity,2.0275481224360994,0.8649731776585675,1.2,3169,2,1.9954087562960092,1.1597442851607904,0.8773731111972104,5162,3,1720.6666666666667,-0.032139366140090164,0.2947711075022229,-0.32262688880278956,complete
derrick_jones_2017_MIA,Derrick Jones Jr.,2017-18,3,new_team,team_change,-2.3,-1.6,-0.7,545,1,0.15268987341772147,-0.8473101265822784,1.0543908227848102,2528,2,1264,2.452689873417721,0.7526898734177216,1.7543908227848102,complete
derrick_rose_2017_MIN,Derrick Rose,2017-18,3,new_team,team_change,-1.752692031586504,0.19712849964106244,-1.9498205312275663,4179,2,1.786022304832714,3.5377695167286247,-1.7,2690,2,1345,3.538714336419218,3.3406410170875622,0.2498205312275663,complete
derrick_williams_2017_LAL,Derrick Williams,2017-18,3,new_team,team_change,-0.849084412684234,0.2790978115230014,-1.1281822242072355,2239,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
devin_booker_2017_PHX,Devin Booker,2017-18,3,re_signed_standard,roster_continuity,-2.292145514675486,-0.3535758577924762,-2.038569656883009,4838,2,1.4272397643148513,3.2252455053633478,-1.8359570932164977,6619,3,2206.3333333333335,3.7193852789903374,3.578821363155824,0.20261256366651148,complete
devin_harris_2017_DEN,Devin Harris,2017-18,3,new_team,team_change,-0.1296155471060414,-1.216307562315167,1.1326151246303338,2367,2,-1.9776856076316884,-1.9886354209871424,0.010949813355454183,2411,2,1205.5,-1.848070060525647,-0.7723278586719755,-1.1216653112748796,complete
dewayne_dedmon_2017_ATL,Dewayne Dedmon,2017-18,3,new_team,team_change,0.08034398034398034,-1.4692874692874693,1.5496314496314496,2035,2,-0.8994904458598726,-1.423872611464968,0.5243821656050955,3925,3,1308.3333333333333,-0.979834426203853,0.04541485782250132,-1.025249284026354,complete
deyonta_davis_2017_MEM,Deyonta Davis,2017-18,3,re_signed_standard,roster_continuity,NA,NA,NA,NA,NA,-1.5,-0.9,-0.6,943,1,943,NA,NA,NA,missing_data
dion_waiters_2017_MIA,Dion Waiters,2017-18,3,re_signed_standard,roster_continuity,-1.7432126696832577,-1.343212669683258,-0.4,3536,2,-2.1715953307393,-1.2143968871595332,-0.9571984435797665,2056,2,1028,-0.42838266105604217,0.12881578252372483,-0.5571984435797664,complete
dirk_nowitzki_2017_DAL,Dirk Nowitzki,2017-18,3,re_signed_standard,roster_continuity,1.8609292502639916,1.798521647307286,0.1,3788,2,0.4710575139146568,0.4020408163265306,0.06901669758812616,2695,2,1347.5,-1.3898717363493347,-1.3964808309807555,-0.030983302411873845,complete
dj_augustin_2017_ORL,D.J. Augustin,2017-18,3,re_signed_standard,roster_continuity,-1.8723122238586156,-0.41929307805596466,-1.4963917525773196,2716,2,-0.27335290879060375,0.7028629106258029,-1.017856487428886,5449,3,1816.3333333333333,1.598959315068012,1.1221559886817676,0.4785352651484336,complete
domantas_sabonis_2017_IND,Domantas Sabonis,2017-18,3,new_team,team_change,-4.5,-4.5,-0.1,1632,1,1.8280695712071637,1.1579473049767521,0.7017737213707594,5807,3,1935.6666666666667,6.3280695712071635,5.657947304976752,0.8017737213707594,complete
dorian_finney-smith_2017_DAL,Dorian Finney-Smith,2017-18,3,re_signed_standard,roster_continuity,-2.6,-3.3,0.6,1642,1,-0.7802679658952497,-0.8187576126674787,0.03848964677222899,4105,2,2052.5,1.8197320341047503,2.481242387332521,-0.561510353227771,complete
doug_mcdermott_2017_DAL,Doug McDermott,2017-18,3,new_team,team_change,-2.6314336598397148,-0.9552389433066191,-1.6761947165330957,3369,2,-1.2869642857142858,-0.11544642857142857,-1.1803571428571429,4480,3,1493.3333333333333,1.344469374125429,0.8397925147351905,0.4958375736759528,complete
dragan_bender_2017_PHX,Dragan Bender,2017-18,3,re_signed_standard,roster_continuity,-5.1,-4.3,-0.7,574,1,-3.8141278065630395,-3.0426597582037997,-0.8,2895,2,1447.5,1.2858721934369601,1.2573402417962,-0.10000000000000009,complete
draymond_green_2017_GSW,Draymond Green,2017-18,3,re_signed_standard,roster_continuity,5.219151354423187,1.8510702784618298,3.368081075961356,5279,2,1.6236454969501253,-0.5727305346250449,2.1963760315751704,5574,3,1858,-3.5955058574730616,-2.4238008130868747,-1.1717050443861856,complete
dwight_howard_2017_CHA,Dwight Howard,2017-18,3,new_team,team_change,0.7382451440053583,0.44728734092431344,0.2909578030810449,4479,2,0.003953303263465104,-0.542557707614752,0.48116211196603875,3769,2,1884.5,-0.7342918407418932,-0.9898450485390654,0.19020430888499384,complete
dwight_powell_2017_DAL,Dwight Powell,2017-18,3,re_signed_standard,roster_continuity,0.616,-0.31333333333333335,0.9293333333333335,2325,2,2.019180887372014,1.0811376564277588,0.9380432309442548,4395,3,1465,1.403180887372014,1.3944709897610923,0.008709897610921336,complete
dwyane_wade_2017_MIA,Dwyane Wade,2017-18,3,new_team,team_change,2.1654814814814816,1.9902716049382716,0.17520987654320985,4050,2,-0.11838643671441099,0.03671441099093829,-0.15510084770534932,3421,2,1710.5,-2.2838679181958925,-1.9535571939473333,-0.3303107242485592,complete
ed_davis_2017_POR,Ed Davis,2017-18,3,re_signed_standard,roster_continuity,-0.014274160938131714,-0.3399919126566924,0.35762232106752934,2473,2,-0.3025711347274597,-0.9025711347274598,0.6495714775454233,2917,2,1458.5,-0.288296973789328,-0.5625792220707674,0.291949156477894,complete
elfrid_payton_2017_PHX,Elfrid Payton,2017-18,3,new_team,team_change,-0.14140882159315335,0.09394338380513499,-0.282422646477946,4557,2,-0.49061338289962825,-0.27709107806691446,-0.21352230483271376,4304,3,1434.6666666666667,-0.3492045613064749,-0.37103446187204947,0.06890034164523226,complete
emmanuel_mudiay_2017_NYK,Emmanuel Mudiay,2017-18,3,new_team,team_change,-3.795279217040875,-2.0166954519286127,-1.7785837651122622,3474,2,-2.616018368449487,-1.20634792004322,-1.409670448406267,3702,3,1234,1.179260848591388,0.8103475318853928,0.36891331670599525,complete
enes_freedom_2017_NYK,Enes Freedom,2017-18,3,new_team,team_change,1.435556238475722,3.1586662569145663,-1.7231100184388446,3254,2,1.6035257130024703,2.6742420839883225,-1.0707163709858523,4453,3,1484.3333333333333,0.16796947452674837,-0.48442417292624373,0.6523936474529923,complete
eric_bledsoe_2017_MIL,Eric Bledsoe,2017-18,3,new_team,team_change,3.501792890262751,3.307171561051005,0.19462132921174652,3235,2,2.5338141025641026,1.7586858974358976,0.8123397435897436,6240,3,2080,-0.9679787876986485,-1.5484856636151074,0.617718414377997,complete
eric_gordon_2017_HOU,Eric Gordon,2017-18,3,re_signed_standard,roster_continuity,-0.09999999999999999,1.1442691903259727,-1.2442691903259726,3804,2,-1.108521021021021,0.6678303303303303,-1.7763513513513514,5328,3,1776,-1.008521021021021,-0.4764388599956424,-0.5320821610253788,complete
ersan_ilyasova_2017_PHI,Ersan Ilyasova,2017-18,3,new_team,team_change,-0.04026845637583893,0.30648769574944074,-0.34675615212527966,4023,2,-0.8804612265585402,-0.9113025848960973,0.05582868727825648,3946,3,1315.3333333333333,-0.8401927701827012,-1.217790280645538,0.4025848394035361,complete
