event_id,player_name,contract_start_season,contract_years,treatment_category,contract_type,pre_impact_overall_mw,pre_impact_offense_mw,pre_impact_defense_mw,pre_total_minutes,pre_seasons_valid,post_impact_overall_mw,post_impact_offense_mw,post_impact_defense_mw,post_total_minutes,post_seasons_valid,post_minutes_per_season,mis_overall,mis_offense,mis_defense,mis_data_quality
dj_augustin_2018_ORL,D.J. Augustin,2018-19,3,re_signed_standard,roster_continuity,-1.5057610673135233,-0.025955124317768318,-1.4798059429957549,3298,2,-0.7281859692818597,0.2890203403902034,-1.0643005396430054,4818,3,1606,0.7775750980316636,0.3149754647079717,0.41550540335274944,complete
dj_wilson_2018_MIL,D.J. Wilson,2018-19,3,re_signed_standard,roster_continuity,NA,NA,NA,NA,NA,-2.2,-2.4,0.2,882,1,882,NA,NA,NA,missing_data
domantas_sabonis_2018_IND,Domantas Sabonis,2018-19,3,re_signed_standard,roster_continuity,-2.712085996513655,-2.449157466589192,-0.31034282393957,3442,2,3.3854206807964036,2.0779543994861913,1.372800256904303,6228,3,2076,6.097506677310058,4.5271118660753835,1.683143080843873,complete
donovan_mitchell_2018_UTA,Donovan Mitchell,2018-19,3,re_signed_standard,roster_continuity,1.2,0.9000000000000001,0.3,2638,1,2.2997623644734886,2.5156393880885193,-0.2246843903163523,6733,3,2244.3333333333335,1.0997623644734886,1.6156393880885191,-0.5246843903163523,complete
doug_mcdermott_2018_IND,Doug McDermott,2018-19,3,new_team,team_change,-2.246031746031746,-0.9539682539682539,-1.3460317460317461,3276,2,-0.6574463172477487,0.8121450011544677,-1.4379127222350496,4331,3,1443.6666666666667,1.5885854287839973,1.7661132551227217,-0.09188097620330349,complete
dragan_bender_2018_PHX,Dragan Bender,2018-19,3,re_signed_standard,roster_continuity,-4.004048429814605,-3.204048429814604,-0.7782822550132426,2643,2,-4.1,-3.4,-0.8,826,1,826,-0.09595157018539435,-0.19595157018539577,-0.021717744986757492,complete
draymond_green_2018_GSW,Draymond Green,2018-19,3,re_signed_standard,roster_continuity,3.890605296343001,0.951933585540143,2.9386717108028586,4758,2,1.1417726323780604,-1.598386790662365,2.740159423040425,5269,3,1756.3333333333333,-2.748832663964941,-2.550320376202508,-0.19851228776243346,complete
dwayne_bacon_2018_CHA,Dwayne Bacon,2018-19,3,re_signed_standard,roster_continuity,-4.7,-4.8,0.09999999999999999,713,1,-5.131918763261593,-3.790027280994241,-1.3418914822673536,3299,3,1099.6666666666667,-0.43191876326159306,1.0099727190057588,-1.4418914822673536,complete
dwight_howard_2018_WAS,Dwight Howard,2018-19,3,new_team,team_change,0.6075289575289575,0.12451737451737449,0.43018018018018017,4662,2,-0.6126298960831335,-1.5258193445243804,0.913189448441247,2502,2,1251,-1.2201588536120909,-1.6503367190417548,0.4830092682610669,complete
dwight_powell_2018_DAL,Dwight Powell,2018-19,3,re_signed_standard,roster_continuity,1.3338435940099835,0.2894841930116472,1.0443594009983361,3005,2,1.8375440498780158,0.832800216860938,1.0047438330170777,3689,3,1229.6666666666667,0.5037004558680322,0.5433160238492908,-0.039615567981258426,complete
dwyane_wade_2018_MIA,Dwyane Wade,2018-19,3,re_signed_standard,roster_continuity,0.8846153846153846,0.44615384615384623,0.4384615384615384,3328,2,0.6,0.8,-0.2,1885,1,1885,-0.2846153846153846,0.3538461538461538,-0.6384615384615384,complete
ed_davis_2018_BKN,Ed Davis,2018-19,3,new_team,team_change,-1.8219026548672566,-1.8982300884955752,0.11123893805309734,2260,2,0,-0.6,0.7,1446,1,1446,1.8219026548672566,1.298230088495575,0.5887610619469026,complete
ekpe_udoh_2018_UTA,Ekpe Udoh,2018-19,3,re_signed_standard,roster_continuity,3.1,-1.3,4.4,810,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
elfrid_payton_2018_NOP,Elfrid Payton,2018-19,3,new_team,team_change,0.37156398104265403,0.5000947867298579,-0.1285308056872038,4220,2,-1.5582914572864321,-1.4263819095477384,-0.13190954773869346,3980,3,1326.6666666666667,-1.9298554383290862,-1.926476696277596,-0.0033787420514896638,complete
emmanuel_mudiay_2018_NYK,Emmanuel Mudiay,2018-19,3,re_signed_standard,roster_continuity,-3.5287438702376464,-1.8348170501697474,-1.693926820067899,2651,2,-1.9654049654049655,-0.7535205535205536,-1.2118844118844119,2457,2,1228.5,1.563338904832681,1.0812964966491938,0.4820424081834871,complete
enes_freedom_2018_POR,Enes Freedom,2018-19,3,new_team,team_change,1.972078501338091,3.1632471008028546,-1.1911685994647638,3363,2,0.951677699155444,2.1824241040858254,-1.1906185802328235,4381,3,1460.3333333333333,-1.020400802182647,-0.9808229967170292,5.50019231940313e-4,complete
eric_bledsoe_2018_MIL,Eric Bledsoe,2018-19,3,re_signed_standard,roster_continuity,3.0321476211649623,2.977278790573588,0.10649177412183193,4498,2,0.9593630784541384,0.5142478022889369,0.4101011776413999,6029,3,2009.6666666666667,-2.072784542710824,-2.4630309882846513,0.303609403519568,complete
eric_gordon_2018_HOU,Eric Gordon,2018-19,3,re_signed_standard,roster_continuity,0.14056287692651329,1.6367880276971185,-1.4962251507706055,4477,2,-1.906838253848095,-0.04983598284128186,-1.857002271006813,3963,3,1321,-2.0474011307746083,-1.6866240105384003,-0.36077712023620756,complete
eric_moreland_2018_TOR,Eric Moreland,2018-19,3,new_team,team_change,0.5,-2.8,3.3,805,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
ersan_ilyasova_2018_MIL,Ersan Ilyasova,2018-19,3,new_team,team_change,-0.2126582278481012,0.13200723327305608,-0.3446654611211573,3871,2,-1.099188092016238,-1.4660351826792966,0.4113216057735679,2217,2,1108.5,-0.8865298641681368,-1.5980424159523525,0.7559870668947253,complete
etwaun_moore_2018_NOP,E'Twaun Moore,2018-19,3,re_signed_standard,roster_continuity,-1.6,-1.289151157512483,-0.25215615070358605,4406,2,-2.4643173580346356,-1.4875553765606122,-0.9767619814740234,2483,2,1241.5,-0.8643173580346355,-0.19840421904812922,-0.7246058307704373,complete
evan_fournier_2018_ORL,Evan Fournier,2018-19,3,re_signed_standard,roster_continuity,-0.9841316629820684,0.2512404814541882,-1.2353721444362564,4071,2,-0.452836277173913,0.0338824728260868,-0.48671875000000003,5888,3,1962.6666666666667,0.5312953858081555,-0.2173580086281014,0.7486533944362563,complete
evan_turner_2018_POR,Evan Turner,2018-19,3,re_signed_standard,roster_continuity,-2.5,-2.6305525460455037,0.17546045503791982,3692,2,-1.3,-1.8,0.5,1605,1,1605,1.2,0.8305525460455037,0.32453954496208015,complete
frank_kaminsky_2018_CHA,Frank Kaminsky,2018-19,3,re_signed_standard,roster_continuity,-0.7157033518078648,0.032726313011348644,-0.6968593296384269,3789,2,0.3415665331553182,0.5631063640409435,-0.25336003560302633,2247,3,749,1.057269884963183,0.5303800510295948,0.44349929403540056,complete
frank_mason_2018_SAC,Frank Mason III,2018-19,3,re_signed_standard,roster_continuity,-2.3,-1.3,-1,984,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
frank_ntilikina_2018_NYK,Frank Ntilikina,2018-19,3,re_signed_standard,roster_continuity,-5,-4.5,-0.5,1706,1,-4.410521281683405,-4.291726446676232,-0.11879483500717362,2091,2,1045.5,0.5894787183165953,0.2082735533237683,0.38120516499282636,complete
fred_vanvleet_2018_TOR,Fred VanVleet,2018-19,3,re_signed_standard,roster_continuity,2.4,1.4,1,1520,1,1.9389833542151425,1.322391265437623,0.5826024700196886,5587,3,1862.3333333333333,-0.46101664578485746,-0.07760873456237682,-0.41739752998031143,complete
garrett_temple_2018_LAC,Garrett Temple,2018-19,3,new_team,team_change,-1.6212683218665869,-1.8381693090038886,0.26859108585103203,3343,2,-2.302567006417516,-2.6795771989429973,0.37701019252548135,5298,3,1766,-0.6812986845509292,-0.8414078899391086,0.10841910667444932,complete
gary_harris_2018_DEN,Gary Harris,2018-19,3,re_signed_standard,roster_continuity,0.7563876651982379,1.2180616740088106,-0.5052863436123348,4086,2,-2.5802178261835964,-2.217114914425428,-0.3390975772393865,4499,3,1499.6666666666667,-3.3366054913818344,-3.4351765884342385,0.16618876637294833,complete
george_hill_2018_MIL,George Hill,2018-19,3,new_team,team_change,1.3163289630512514,1.2722288438617402,0.09809296781883195,3356,2,0.32563944530046235,-0.3427426810477657,0.668382126348228,3245,3,1081.6666666666667,-0.9906895177507891,-1.6149715249095058,0.5702891585293961,complete
gerald_green_2018_HOU,Gerald Green,2018-19,3,re_signed_standard,roster_continuity,-0.9102249488752556,0.2665303340149966,-1.240081799591002,1467,2,-1.7,-0.2,-1.5,1473,1,1473,-0.7897750511247443,-0.4665303340149966,-0.25991820040899793,complete
giannis_antetokounmpo_2018_MIL,Giannis Antetokounmpo,2018-19,3,re_signed_standard,roster_continuity,6.758739510801642,5.096821996072131,1.6619175147295124,5601,2,10.287166030534351,6.603339694656489,3.6838263358778622,6288,3,2096,3.528426519732709,1.506517698584358,2.02190882114835,complete
goran_dragic_2018_MIA,Goran Dragic,2018-19,3,re_signed_standard,roster_continuity,1.46925780442423,1.8150713252015713,-0.34581352077734134,4837,2,-1.085316963167126,0.09070408418942615,-1.2511901779002756,3991,3,1330.3333333333333,-2.554574767591356,-1.7243672410121451,-0.9053766571229342,complete
gorgui_dieng_2018_MIN,Gorgui Dieng,2018-19,3,re_signed_standard,roster_continuity,-0.4009784244856999,-0.8334420471650779,0.3659056698444556,3986,2,1.5451287793952966,0.17360955580440462,1.391825307950728,2679,3,893,1.9461072038809966,1.0070516029694825,1.0259196381062723,complete
greg_monroe_2018_PHI,Greg Monroe,2018-19,3,new_team,team_change,1.9453021306322038,1.3,0.6816276632902549,2863,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
guerschon_yabusele_2018_BOS,Guerschon Yabusele,2018-19,3,re_signed_standard,roster_continuity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
harrison_barnes_2018_SAC,Harrison Barnes,2018-19,3,new_team,team_change,-0.654662497700938,0.5937833363987494,-1.2484458340996873,5437,2,-0.8925670928762118,0.3718420682871997,-1.2644091611634114,7117,3,2372.3333333333335,-0.23790459517527385,-0.22194126811154968,-0.015963327063724053,complete
hassan_whiteside_2018_MIA,Hassan Whiteside,2018-19,3,re_signed_standard,roster_continuity,1.8870002579313903,1.1110910497807585,0.7110910497807583,3877,2,2.146310312204352,1.3903973509933776,0.7559129612109745,4228,3,1409.3333333333333,0.2593100542729616,0.2793063012126191,0.04482191143021619,complete
henry_ellenson_2018_NYK,Henry Ellenson,2018-19,3,new_team,team_change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
ian_clark_2018_NOP,Ian Clark,2018-19,3,re_signed_standard,roster_continuity,-2.622685185185185,-1.9542824074074074,-0.6684027777777778,2592,2,-5.1,-3.3,-1.8,973,1,973,-2.4773148148148145,-1.3457175925925924,-1.1315972222222221,complete
ian_mahinmi_2018_WAS,Ian Mahinmi,2018-19,3,re_signed_standard,roster_continuity,-3.4205882352941175,-4.07764705882353,0.6570588235294118,1700,2,-2.7000000000000006,-2.7999999999999994,0,808,1,808,0.7205882352941169,1.2776470588235305,-0.6570588235294118,complete
ish_smith_2018_DET,Ish Smith,2018-19,3,re_signed_standard,roster_continuity,0.1466983491745873,-0.3977988994497249,0.5444972486243121,3998,2,-1.5676678445229684,-1.1302624936900556,-0.42915194346289753,3962,3,1320.6666666666667,-1.7143661936975556,-0.7324635942403307,-0.9736491920872097,complete
ivan_rabb_2018_MEM,Ivan Rabb,2018-19,3,re_signed_standard,roster_continuity,-2,-0.9,-1.2,516,1,-1.4,-1.1,-0.3,721,1,721,0.6000000000000001,-0.20000000000000007,0.8999999999999999,complete
ivica_zubac_2018_LAC,Ivica Zubac,2018-19,3,new_team,team_change,-1.7,-1.2,-0.6,609,1,1.2079999999999997,0.8243522012578617,0.409811320754717,3975,3,1325,2.9079999999999995,2.0243522012578614,1.009811320754717,complete
jae_crowder_2018_UTA,Jae Crowder,2018-19,3,re_signed_standard,roster_continuity,-0.7058757062146893,-0.36971751412429377,-0.3361581920903955,4425,2,0.3999121110915803,-0.1921075760239058,0.592019687115486,5689,3,1896.3333333333333,1.1057878173062696,0.17760993810038797,0.9281778792058815,complete
jahlil_okafor_2018_NOP,Jahlil Okafor,2018-19,3,new_team,team_change,-2.5,-1.9,-0.6,1134,1,-1.5,-0.6,-0.9,935,1,935,1,1.2999999999999998,-0.30000000000000004,complete
jake_layman_2018_POR,Jake Layman,2018-19,3,re_signed_standard,roster_continuity,NA,NA,NA,NA,NA,-1.5651484343228954,-1.1899552663684425,-0.2957299715331435,2459,3,819.6666666666666,NA,NA,NA,missing_data
jakob_poeltl_2018_SAS,Jakob Poeltl,2018-19,3,new_team,team_change,-0.6190697674418605,-1.3696744186046512,0.7506046511627907,2150,2,1.6203077640475636,0.30727442294241086,1.2700163208207043,4289,3,1429.6666666666667,2.239377531489424,1.6769488415470621,0.5194116696579135,complete
jamal_crawford_2018_PHX,Jamal Crawford,2018-19,3,new_team,team_change,-2.186771653543307,-0.4095275590551182,-1.8206299212598427,3810,2,-3.9,-1.1,-2.8,1211,1,1211,-1.713228346456693,-0.6904724409448819,-0.9793700787401571,complete
jamal_murray_2018_DEN,Jamal Murray,2018-19,3,re_signed_standard,roster_continuity,-0.9927234927234927,0.46652806652806655,-1.4592515592515594,4329,2,1.1826589595375723,1.9545169281585466,-0.7718579686209744,6055,3,2018.3333333333333,2.175382452261065,1.48798886163048,0.6873935906305849,complete
james_ennis_2018_PHI,James Ennis III,2018-19,3,new_team,team_change,-1.2,-1.486731078904992,0.28673107890499194,3105,2,-2.0980178109738583,-1.8323470267164608,-0.3010054582016662,3481,3,1160.3333333333333,-0.8980178109738584,-0.34561594781146887,-0.5877365371066581,complete
james_harden_2018_HOU,James Harden,2018-19,3,re_signed_standard,roster_continuity,9.256784285194616,7.963986904328847,1.2927973808657693,5498,2,9.621870958471046,8.196278200890934,1.4612731714326772,6959,3,2319.6666666666665,0.36508667327642996,0.2322912965620869,0.16847579056690787,complete
james_johnson_2018_MIA,James Johnson,2018-19,3,re_signed_standard,roster_continuity,2.2211519364448855,0.5693892750744787,1.6517626613704073,4028,2,-0.9371549893842887,-2.2259731068648265,1.2695329087048832,2826,3,942,-3.1583069258291743,-2.795362381939305,-0.38222975266552406,complete
jamychal_green_2018_LAC,JaMychal Green,2018-19,3,new_team,team_change,-1.4349162777930276,-0.8576722481471315,-0.5195717814987647,3643,2,-1.2280674038967878,-1.029673512374934,-0.1983938915218536,3798,3,1266,0.20684887389623974,-0.1720012642278026,0.3211778899769111,complete
jared_dudley_2018_BKN,Jared Dudley,2018-19,3,new_team,team_change,-1.50244140625,-1.73642578125,0.23398437500000002,2048,2,-1.8,-2.9,1.1,1220,1,1220,-0.29755859375000004,-1.16357421875,0.8660156250000001,complete
jarell_martin_2018_ORL,Jarell Martin,2018-19,3,new_team,team_change,-4.4526363226678685,-3.802929247408742,-0.6748535376295628,2219,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
jarrett_allen_2018_BKN,Jarrett Allen,2018-19,3,re_signed_standard,roster_continuity,-0.7999999999999999,-0.9,0.09999999999999999,1441,1,1.6626978664831384,0.9351686166551961,0.7593943565037852,5812,3,1937.3333333333333,2.4626978664831385,1.8351686166551961,0.6593943565037852,complete
jason_smith_2018_NOP,Jason Smith,2018-19,3,new_team,team_change,-1.8,-2.1,0.4,1068,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
javale_mcgee_2018_LAL,JaVale McGee,2018-19,3,new_team,team_change,1.3362629246676514,0.6820531757754801,0.6542097488921713,1354,2,0.6724346076458751,-0.6939062949123312,1.414371945961483,3479,3,1159.6666666666667,-0.6638283170217762,-1.3759594706878113,0.7601621970693117,complete
jawun_evans_2018_OKC,Jawun Evans,2018-19,3,new_team,team_change,-5,-5.400000000000001,0.4000000000000001,778,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
jaylen_brown_2018_BOS,Jaylen Brown,2018-19,3,re_signed_standard,roster_continuity,-1.728514171199542,-1.644603492699685,-0.12230174634984252,3493,2,0.4323297981525829,0.9014710913445091,-0.43641806363325353,5846,3,1948.6666666666667,2.1608439693521246,2.5460745840441943,-0.314116317283411,complete
jayson_tatum_2018_BOS,Jayson Tatum,2018-19,3,re_signed_standard,roster_continuity,1.2,0,1.2,2443,1,2.4964336661911557,2.36283880171184,0.1659058487874465,7010,3,2336.6666666666665,1.2964336661911557,2.36283880171184,-1.0340941512125534,complete
jeff_green_2018_WAS,Jeff Green,2018-19,3,new_team,team_change,-2.621296847114813,-1.2581796549672815,-1.3631171921475314,3362,2,-0.9198282910874896,0,-0.9573385118560914,4892,3,1630.6666666666667,1.7014685560273235,1.2581796549672815,0.40577868029143993,complete
jeff_teague_2018_MIN,Jeff Teague,2018-19,3,re_signed_standard,roster_continuity,1.3626811594202901,1.7417874396135267,-0.37910628019323667,4968,2,-1.302773246329527,-0.24377379010331698,-1.05899945622621,3678,3,1226,-2.6654544057498173,-1.9855612297168437,-0.6798931760329733,complete
jerami_grant_2018_OKC,Jerami Grant,2018-19,3,re_signed_standard,roster_continuity,-0.4707992448080554,-1.0116740088105727,0.5408747640025172,3178,2,0.25079741039002057,0.4136270330017369,-0.1628296226117164,6333,3,2111,0.7215966551980759,1.4253010418123095,-0.7037043866142336,complete
jeremy_lamb_2018_CHA,Jeremy Lamb,2018-19,3,re_signed_standard,roster_continuity,1.1957234726688104,1.0059807073954983,0.16324758842443732,3110,2,0.7558290757083139,0.42159777055271713,0.36421272642823965,4306,3,1435.3333333333333,-0.4398943969604965,-0.5843829368427811,0.20096513800380233,complete
jerian_grant_2018_ORL,Jerian Grant,2018-19,3,new_team,team_change,-0.7697126013264555,-1.0515106853352985,0.2196757553426676,2714,2,-1.6,-2.9,1.3,939,1,939,-0.8302873986735446,-1.8484893146647015,1.0803242446573325,complete
jerryd_bayless_2018_MIN,Jerryd Bayless,2018-19,3,new_team,team_change,-2.8,-2.7,-0.2,925,1,-4.6,-2.9,-1.6999999999999997,657,1,657,-1.7999999999999998,-0.19999999999999973,-1.4999999999999998,complete
jimmy_butler_2018_PHI,Jimmy Butler,2018-19,3,new_team,team_change,6.647275286547356,5.338910114618942,1.2648501910315706,4973,2,5.450772626931567,3.969604347087791,1.5144336899303787,5889,3,1963,-1.1965026596157893,-1.3693057675311513,0.24958349889880815,complete
jj_barea_2018_DAL,J.J. Barea,2018-19,3,re_signed_standard,roster_continuity,1.2974304970513901,2.79743049705139,-1.5,2374,2,-0.6,1.2,-1.8000000000000003,752,1,752,-1.8974304970513902,-1.5974304970513902,-0.30000000000000027,complete
jj_redick_2018_PHI,JJ Redick,2018-19,3,re_signed_standard,roster_continuity,0.7433472415391749,1.8942976356050072,-1.1509503940658323,4314,2,-0.202434336963485,1.6779628443305572,-1.914157591287636,4683,3,1561,-0.9457815785026599,-0.21633479127445,-0.7632071972218037,complete
jodie_meeks_2018_TOR,Jodie Meeks,2018-19,3,new_team,team_change,-1.3781906300484654,-0.6974151857835218,-0.6410339256865913,1857,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
joe_harris_2018_BKN,Joe Harris,2018-19,3,re_signed_standard,roster_continuity,-1.2160295534853838,-0.5063604240282686,-0.7096691294571152,3113,2,0.24070459051395457,0.931706573127955,-0.6910019826140003,6557,3,2185.6666666666665,1.4567341439993384,1.4380669971562237,0.01866714684311499,complete
joe_ingles_2018_UTA,Joe Ingles,2018-19,3,re_signed_standard,roster_continuity,1.9966153846153847,0.26320879120879126,1.7334065934065934,4550,2,1.76895922093731,0.8883597078514912,0.9131162507608034,6572,3,2190.6666666666665,-0.22765616367807473,0.6251509166427,-0.82029034264579,complete
joel_embiid_2018_PHI,Joel Embiid,2018-19,3,re_signed_standard,roster_continuity,3.6495922905856184,1.970867309117865,1.7078576723498888,2698,2,5.6282745471877975,4.608903717826502,1.0193708293612966,5245,3,1748.3333333333333,1.9786822566021791,2.638036408708637,-0.6884868429885922,complete
john_collins_2018_ATL,John Collins,2018-19,3,re_signed_standard,roster_continuity,-0.2,-0.4,0.2,1785,1,2.0082936507936506,2.933392857142857,-0.9250992063492064,5040,3,1680,2.208293650793651,3.333392857142857,-1.1250992063492065,complete
john_henson_2018_MIL,John Henson,2018-19,3,re_signed_standard,roster_continuity,-1.1541545425153572,-1.4720012932428062,0.31784675072744906,3093,2,0.9,-1.2,2.1,600,1,600,2.054154542515357,0.2720012932428062,1.7821532492725511,complete
john_wall_2018_WAS,John Wall,2018-19,3,re_signed_standard,roster_continuity,4.135468676401319,4.234715025906735,-0.09924634950541686,4246,2,0.03846153846153851,1.6615384615384616,-1.669230769230769,2392,2,1196,-4.097007137939781,-2.573176564368273,-1.5699844197253523,complete
jonas_jerebko_2018_GSW,Jonas Jerebko,2018-19,3,new_team,team_change,-1.201775147928994,-1.3893491124260353,0.19171597633136095,2366,2,-0.7,-0.3,-0.4,1218,1,1218,0.501775147928994,1.0893491124260353,-0.591715976331361,complete
jonas_valanciunas_2018_MEM,Jonas Valanciunas,2018-19,3,new_team,team_change,1.2561560769839177,1.6919061428948063,-0.43575006591088855,3793,2,2.694244297591132,2.5347900234491583,0.059454274141974,4691,3,1563.6666666666667,1.4380882206072143,0.8428838805543519,0.49520434005286257,complete
jonathon_simmons_2018_PHI,Jonathon Simmons,2018-19,3,new_team,team_change,-2.8965507161648643,-2.513797135340544,-0.32344343759134764,3421,2,-4.2,-3.8999999999999995,-0.3,1064,1,1064,-1.303449283835136,-1.3862028646594555,0.02344343759134765,complete
jordan_bell_2018_GSW,Jordan Bell,2018-19,3,re_signed_standard,roster_continuity,2.8,0,2.8,809,1,-0.9,-2.2,1.3,788,1,788,-3.6999999999999997,-2.2,-1.4999999999999998,complete
jordan_clarkson_2018_CLE,Jordan Clarkson,2018-19,3,re_signed_standard,roster_continuity,-1.3544224037339556,0.1574562427071178,-1.5118786464410734,4285,2,0.5776015339027366,2.0940909883214225,-1.5164894544186858,5737,3,1912.3333333333333,1.9320239376366923,1.9366347456143047,-0.0046108079776123745,complete
jose_calderon_2018_DET,Jose Calderon,2018-19,3,new_team,team_change,-2.3822436338609774,-1.8451479697178252,-0.5370956641431521,1453,2,-3.8999999999999995,-4.2,0.3,632,1,632,-1.517756366139022,-2.354852030282175,0.8370956641431522,complete
josh_hart_2018_LAL,Josh Hart,2018-19,3,re_signed_standard,roster_continuity,-0.09999999999999999,-0.6,0.5,1461,1,-0.9415231375804108,-1.5270595559244655,0.5855364183440548,4819,3,1606.3333333333333,-0.8415231375804109,-0.9270595559244655,0.08553641834405479,complete
josh_jackson_2018_PHX,Josh Jackson,2018-19,3,re_signed_standard,roster_continuity,-4.2,-2.8,-1.4,1959,1,-3.8965050732807214,-2.9482525366403607,-0.8922209695603156,3548,2,1774,0.3034949267192788,-0.14825253664036087,0.5077790304396843,complete
josh_richardson_2018_MIA,Josh Richardson,2018-19,3,re_signed_standard,roster_continuity,0.02484313269811756,-1.125122007901464,1.1499651405995817,4303,2,-0.884872135503155,-0.7972932580538028,-0.08757887744935239,6022,3,2007.3333333333333,-0.9097152682012726,0.3278287498476613,-1.237544018048934,complete
jrue_holiday_2018_NOP,Jrue Holiday,2018-19,3,re_signed_standard,roster_continuity,1.4716044557357826,1.1716044557357828,0.2572014852452609,5117,2,2.7233737939620295,2.5168067226890756,0.20656707127295365,6426,3,2142,1.251769338226247,1.3452022669532928,-0.050634413972307224,complete
juancho_hernangomez_2018_DEN,Juancho Hernangomez,2018-19,3,re_signed_standard,roster_continuity,-0.1,0.1,-0.2,842,1,-2.2439340019411196,-1.3085732772565513,-0.9084115173083145,3091,3,1030.3333333333333,-2.1439340019411195,-1.4085732772565513,-0.7084115173083145,complete
julius_randle_2018_NOP,Julius Randle,2018-19,3,new_team,team_change,-0.13993521517815824,0.008051827857473381,-0.14798704303563165,4322,2,1.8424702679466973,1.9884653961885657,-0.14599512824186844,6979,3,2326.3333333333335,1.9824054831248556,1.9804135683310924,0.0019919147937632053,complete
justin_anderson_2018_ATL,Justin Anderson,2018-19,3,new_team,team_change,-1.1811677160847167,-0.8108757870635375,-0.3702919290211792,1747,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing_data
justin_holiday_2018_MEM,Justin Holiday,2018-19,3,new_team,team_change,-1.2282786885245902,-1.1381915983606556,-0.09008709016393443,3904,2,-0.680441354292624,-1.3412636033857315,0.6608222490931076,6616,3,2205.3333333333335,0.5478373342319662,-0.20307200502507583,0.7509093392570421,complete
justin_jackson_2018_DAL,Justin Jackson,2018-19,3,new_team,team_change,-3.5,-2.4,-1.1,1506,1,-2.520055624227441,-1.4872682323856614,-1.03278739184178,3236,3,1078.6666666666667,0.979944375772559,0.9127317676143385,0.06721260815822006,complete
justise_winslow_2018_MIA,Justise Winslow,2018-19,3,re_signed_standard,roster_continuity,-1.8321041214750542,-2.8507592190889373,1.0186550976138828,2305,2,-1.7102189781021897,-2.307420924574209,0.5177615571776155,2466,2,1233,0.12188514337286449,0.543338294514728,-0.5008935404362673,complete
jusuf_nurkic_2018_POR,Jusuf Nurkic,2018-19,3,re_signed_standard,roster_continuity,-0.359844782983616,-1.2199482609945387,0.8601034780109227,3479,2,3.3299929922915203,1.668325157673441,1.7308339173090397,2854,2,1427,3.6898377752751363,2.8882734186679797,0.870730439298117,complete
karl-anthony_towns_2018_MIN,Karl-Anthony Towns,2018-19,3,re_signed_standard,roster_continuity,4.8962340282447885,5.2056489576328175,-0.25847343644922666,5948,2,5.926784726065302,5.407618520568161,0.5191662054971408,5421,3,1807,1.0305506978205132,0.20196956293534374,0.7776396419463674,complete
kelly_olynyk_2018_MIA,Kelly Olynyk,2018-19,3,re_signed_standard,roster_continuity,1.3726560144709072,0.4508592101296352,0.9217968043412721,3317,2,0.9717752984928558,0.046330005871990605,0.9254452926208652,5109,3,1703,-0.4008807159780514,-0.4045292042576446,0.003648488279593076,complete
kelly_oubre_2018_PHX,Kelly Oubre Jr.,2018-19,3,new_team,team_change,-2.327606882168926,-2.2694473409801876,-0.05815954118873828,3836,2,-1.1690009000900088,-0.6340594059405941,-0.5697389738973897,5555,3,1851.6666666666667,1.1586059820789174,1.6353879350395935,-0.5115794327086515,complete
kemba_walker_2018_CHA,Kemba Walker,2018-19,3,re_signed_standard,roster_continuity,4.0500273972602745,4.800054794520548,-0.7500273972602739,5475,2,3.835403414797456,4.562537663207232,-0.7271342484097756,5974,3,1991.3333333333333,-0.21462398246281866,-0.2375171313133162,0.022893148850498313,complete
kenneth_faried_2018_HOU,Kenneth Faried,2018-19,3,new_team,team_change,0.3,1.5,-1.2,1296,1,-0.19999999999999998,1.3,-1.5,728,1,728,-0.5,-0.19999999999999996,-0.30000000000000004,complete
kent_bazemore_2018_ATL,Kent Bazemore,2018-19,3,re_signed_standard,roster_continuity,-0.23710021321961625,-1.2894189765458424,1.052318763326226,3752,2,-2.2389579759862777,-2.940051457975986,0.664901372212693,4664,3,1554.6666666666667,-2.0018577627666616,-1.6506324814301436,-0.3874173911135331,complete
kentavious_caldwell-pope_2018_LAL,Kentavious Caldwell-Pope,2018-19,3,re_signed_standard,roster_continuity,0.04644074593944254,-0.501423701624223,0.49857629837577705,4987,2,-0.5927531145815056,-1.0121249341989824,0.42170556237936485,5699,3,1899.6666666666667,-0.6391938605209482,-0.5107012325747594,-0.0768707359964122,complete
kevin_durant_2018_GSW,Kevin Durant,2018-19,3,re_signed_standard,roster_continuity,8.05358361774744,6.7,1.3535836177474403,4395,2,6.009691629955947,5.69981860585644,0.3098730240995076,3859,2,1929.5,-2.0438919877914934,-1.00018139414356,-1.0437105936479327,complete
