treatment_category,n_events,mean_mis_overall,median_mis_overall,sd_mis_overall,mean_mis_offense,mean_mis_defense,mean_pre_impact_overall,mean_post_impact_overall,pct_with_negative_mis
new_team,835,-0.33189434393113265,-0.3999999999999999,1.7978959327415045,-0.37487649913428306,0.04196501677904932,-0.39140802535580926,-0.7233023692869419,0.5904191616766467
re_signed_standard,1530,0.26277472900100307,0.19999999999999998,1.7774805941322669,0.21104151102153856,0.05125842040411623,0.02928153892069103,0.29205626792169415,0.45359477124183006
re_signed_supermax,13,-0.6303542284131993,-0.8776781067802739,2.1305847000848708,-0.33829888228027366,-0.3043488355229797,6.60724996733229,5.976895738919091,0.6923076923076923
