treatment_category,n,mean_mis_overall,median_mis_overall,sd_mis_overall,se_mis_overall,mean_mis_offense,mean_mis_defense,mean_age,mean_pre_impact
re_signed_standard,1530,0.26277472900100307,0.19999999999999998,1.7774805941322669,0.04544217946850238,0.21104151102153856,0.05125842040411623,25.155555555555555,0.02928153892069103
re_signed_supermax,13,-0.6303542284131993,-0.8776781067802739,2.1305847000848708,0.5909178756057744,-0.33829888228027366,-0.3043488355229797,26.384615384615383,6.60724996733229
new_team,835,-0.33189434393113265,-0.3999999999999999,1.7978959327415045,0.06221875436853256,-0.37487649913428306,0.04196501677904932,27.25389221556886,-0.39140802535580926
