event_id,player_name,season,contract_start_season,signing_offseason_year,pre_signing_season,prior_team,signing_team,incumbent,treatment_category,contract_type,contract_years,age_at_signing,games_pre,years_of_service,yos_band,is_designated_veteran,supermax_full_35pct,average_annual_value,cap_percentage_at_signing
aaron_brooks_2017_MIN,Aaron Brooks,2017-18,2017-18,2017,2016-17,IND,MIN,FALSE,new_team,team_change,3,32,79,NA,NA,FALSE,FALSE,NA,NA
aaron_gordon_2017_ORL,Aaron Gordon,2017-18,2017-18,2017,2016-17,ORL,ORL,TRUE,re_signed_standard,roster_continuity,3,21,82,NA,NA,FALSE,FALSE,NA,NA
adreian_payne_2017_ORL,Adreian Payne,2017-18,2017-18,2017,2016-17,MIN,ORL,FALSE,new_team,team_change,3,25,74,NA,NA,FALSE,FALSE,NA,NA
aj_hammons_2017_MIA,AJ Hammons,2017-18,2017-18,2017,2016-17,DAL,MIA,FALSE,new_team,team_change,3,24,45,NA,NA,FALSE,FALSE,NA,NA
al_horford_2017_BOS,Al Horford,2017-18,2017-18,2017,2016-17,BOS,BOS,TRUE,re_signed_standard,roster_continuity,3,30,68,NA,NA,FALSE,FALSE,NA,NA
al_jefferson_2017_IND,Al Jefferson,2017-18,2017-18,2017,2016-17,IND,IND,TRUE,re_signed_standard,roster_continuity,3,32,79,NA,NA,FALSE,FALSE,NA,NA
al-farouq_aminu_2017_POR,Al-Farouq Aminu,2017-18,2017-18,2017,2016-17,POR,POR,TRUE,re_signed_standard,roster_continuity,3,26,66,NA,NA,FALSE,FALSE,NA,NA
alan_williams_2017_PHX,Alan Williams,2017-18,2017-18,2017,2016-17,PHX,PHX,TRUE,re_signed_standard,roster_continuity,3,24,82,NA,NA,FALSE,FALSE,NA,NA
alec_burks_2017_UTA,Alec Burks,2017-18,2017-18,2017,2016-17,UTA,UTA,TRUE,re_signed_standard,roster_continuity,3,25,47,NA,NA,FALSE,FALSE,NA,NA
alex_abrines_2017_OKC,Alex Abrines,2017-18,2017-18,2017,2016-17,OKC,OKC,TRUE,re_signed_standard,roster_continuity,3,23,77,NA,NA,FALSE,FALSE,NA,NA
alex_len_2017_PHX,Alex Len,2017-18,2017-18,2017,2016-17,PHX,PHX,TRUE,re_signed_standard,roster_continuity,3,23,81,NA,NA,FALSE,FALSE,NA,NA
allen_crabbe_2017_BKN,Allen Crabbe,2017-18,2017-18,2017,2016-17,POR,BKN,FALSE,new_team,team_change,3,24,82,NA,NA,FALSE,FALSE,NA,NA
amir_johnson_2017_PHI,Amir Johnson,2017-18,2017-18,2017,2016-17,BOS,PHI,FALSE,new_team,team_change,3,29,81,NA,NA,FALSE,FALSE,NA,NA
andre_drummond_2017_DET,Andre Drummond,2017-18,2017-18,2017,2016-17,DET,DET,TRUE,re_signed_standard,roster_continuity,3,23,81,NA,NA,FALSE,FALSE,NA,NA
andre_iguodala_2017_GSW,Andre Iguodala,2017-18,2017-18,2017,2016-17,GSW,GSW,TRUE,re_signed_standard,roster_continuity,3,33,78,NA,NA,FALSE,FALSE,NA,NA
andre_roberson_2017_OKC,Andre Roberson,2017-18,2017-18,2017,2016-17,OKC,OKC,TRUE,re_signed_standard,roster_continuity,3,25,81,NA,NA,FALSE,FALSE,NA,NA
andrew_bogut_2017_LAL,Andrew Bogut,2017-18,2017-18,2017,2016-17,CLE,LAL,FALSE,new_team,team_change,3,32,42,NA,NA,FALSE,FALSE,NA,NA
andrew_harrison_2017_MEM,Andrew Harrison,2017-18,2017-18,2017,2016-17,MEM,MEM,TRUE,re_signed_standard,roster_continuity,3,22,80,NA,NA,FALSE,FALSE,NA,NA
andrew_wiggins_2017_MIN,Andrew Wiggins,2017-18,2017-18,2017,2016-17,MIN,MIN,TRUE,re_signed_standard,roster_continuity,3,21,82,NA,NA,FALSE,FALSE,NA,NA
anthony_davis_2017_NOP,Anthony Davis,2017-18,2017-18,2017,2016-17,NOP,NOP,TRUE,re_signed_standard,roster_continuity,3,23,80,NA,NA,FALSE,FALSE,NA,NA
anthony_tolliver_2017_DET,Anthony Tolliver,2017-18,2017-18,2017,2016-17,SAC,DET,FALSE,new_team,team_change,3,31,79,NA,NA,FALSE,FALSE,NA,NA
aron_baynes_2017_BOS,Aron Baynes,2017-18,2017-18,2017,2016-17,DET,BOS,FALSE,new_team,team_change,3,30,82,NA,NA,FALSE,FALSE,NA,NA
arron_afflalo_2017_ORL,Arron Afflalo,2017-18,2017-18,2017,2016-17,SAC,ORL,FALSE,new_team,team_change,3,31,76,NA,NA,FALSE,FALSE,NA,NA
austin_rivers_2017_LAC,Austin Rivers,2017-18,2017-18,2017,2016-17,LAC,LAC,TRUE,re_signed_standard,roster_continuity,3,24,78,NA,NA,FALSE,FALSE,NA,NA
avery_bradley_2017_LAC,Avery Bradley,2017-18,2017-18,2017,2016-17,BOS,LAC,FALSE,new_team,team_change,3,26,56,NA,NA,FALSE,FALSE,NA,NA
ben_mclemore_2017_MEM,Ben McLemore,2017-18,2017-18,2017,2016-17,SAC,MEM,FALSE,new_team,team_change,3,23,79,NA,NA,FALSE,FALSE,NA,NA
bismack_biyombo_2017_ORL,Bismack Biyombo,2017-18,2017-18,2017,2016-17,ORL,ORL,TRUE,re_signed_standard,roster_continuity,3,24,82,NA,NA,FALSE,FALSE,NA,NA
blake_griffin_2017_DET,Blake Griffin,2017-18,2017-18,2017,2016-17,LAC,DET,FALSE,new_team,team_change,3,27,64,NA,NA,FALSE,FALSE,NA,NA
boban_marjanovic_2017_LAC,Boban Marjanovic,2017-18,2017-18,2017,2016-17,DET,LAC,FALSE,new_team,team_change,3,28,81,NA,NA,FALSE,FALSE,NA,NA
bobby_brown_2017_HOU,Bobby Brown,2017-18,2017-18,2017,2016-17,HOU,HOU,TRUE,re_signed_standard,roster_continuity,3,32,66,NA,NA,FALSE,FALSE,NA,NA
bobby_portis_2017_CHI,Bobby Portis,2017-18,2017-18,2017,2016-17,CHI,CHI,TRUE,re_signed_standard,roster_continuity,3,21,82,NA,NA,FALSE,FALSE,NA,NA
bojan_bogdanovic_2017_IND,Bojan Bogdanovic,2017-18,2017-18,2017,2016-17,WAS,IND,FALSE,new_team,team_change,3,27,82,NA,NA,FALSE,FALSE,NA,NA
bradley_beal_2017_WAS,Bradley Beal,2017-18,2017-18,2017,2016-17,WAS,WAS,TRUE,re_signed_standard,roster_continuity,3,23,80,NA,NA,FALSE,FALSE,NA,NA
brandon_ingram_2017_LAL,Brandon Ingram,2017-18,2017-18,2017,2016-17,LAL,LAL,TRUE,re_signed_standard,roster_continuity,3,19,79,NA,NA,FALSE,FALSE,NA,NA
brandon_jennings_2017_MIL,Brandon Jennings,2017-18,2017-18,2017,2016-17,WAS,MIL,FALSE,new_team,team_change,3,27,80,NA,NA,FALSE,FALSE,NA,NA
brandon_rush_2017_POR,Brandon Rush,2017-18,2017-18,2017,2016-17,MIN,POR,FALSE,new_team,team_change,3,31,77,NA,NA,FALSE,FALSE,NA,NA
brook_lopez_2017_LAL,Brook Lopez,2017-18,2017-18,2017,2016-17,BKN,LAL,FALSE,new_team,team_change,3,28,80,NA,NA,FALSE,FALSE,NA,NA
bryn_forbes_2017_SAS,Bryn Forbes,2017-18,2017-18,2017,2016-17,SAS,SAS,TRUE,re_signed_standard,roster_continuity,3,23,46,NA,NA,FALSE,FALSE,NA,NA
buddy_hield_2017_SAC,Buddy Hield,2017-18,2017-18,2017,2016-17,SAC,SAC,TRUE,re_signed_standard,roster_continuity,3,24,82,NA,NA,FALSE,FALSE,NA,NA
caris_levert_2017_BKN,Caris LeVert,2017-18,2017-18,2017,2016-17,BKN,BKN,TRUE,re_signed_standard,roster_continuity,3,22,62,NA,NA,FALSE,FALSE,NA,NA
carmelo_anthony_2017_OKC,Carmelo Anthony,2017-18,2017-18,2017,2016-17,NYK,OKC,FALSE,new_team,team_change,3,32,76,NA,NA,FALSE,FALSE,NA,NA
chandler_parsons_2017_MEM,Chandler Parsons,2017-18,2017-18,2017,2016-17,MEM,MEM,TRUE,re_signed_standard,roster_continuity,3,28,50,NA,NA,FALSE,FALSE,NA,NA
channing_frye_2017_LAL,Channing Frye,2017-18,2017-18,2017,2016-17,CLE,LAL,FALSE,new_team,team_change,3,33,76,NA,NA,FALSE,FALSE,NA,NA
cheick_diallo_2017_NOP,Cheick Diallo,2017-18,2017-18,2017,2016-17,NOP,NOP,TRUE,re_signed_standard,roster_continuity,3,20,51,NA,NA,FALSE,FALSE,NA,NA
chris_paul_2017_HOU,Chris Paul,2017-18,2017-18,2017,2016-17,LAC,HOU,FALSE,new_team,team_change,3,31,71,NA,NA,FALSE,FALSE,NA,NA
cj_mccollum_2017_POR,CJ McCollum,2017-18,2017-18,2017,2016-17,POR,POR,TRUE,re_signed_standard,roster_continuity,3,25,82,NA,NA,FALSE,FALSE,NA,NA
cj_miles_2017_TOR,CJ Miles,2017-18,2017-18,2017,2016-17,IND,TOR,FALSE,new_team,team_change,3,29,77,NA,NA,FALSE,FALSE,NA,NA
clint_capela_2017_HOU,Clint Capela,2017-18,2017-18,2017,2016-17,HOU,HOU,TRUE,re_signed_standard,roster_continuity,3,22,68,NA,NA,FALSE,FALSE,NA,NA
cody_zeller_2017_CHA,Cody Zeller,2017-18,2017-18,2017,2016-17,CHA,CHA,TRUE,re_signed_standard,roster_continuity,3,24,64,NA,NA,FALSE,FALSE,NA,NA
cole_aldrich_2017_MIN,Cole Aldrich,2017-18,2017-18,2017,2016-17,MIN,MIN,TRUE,re_signed_standard,roster_continuity,3,28,82,NA,NA,FALSE,FALSE,NA,NA
corey_brewer_2017_OKC,Corey Brewer,2017-18,2017-18,2017,2016-17,LAL,OKC,FALSE,new_team,team_change,3,30,82,NA,NA,FALSE,FALSE,NA,NA
cory_joseph_2017_IND,Cory Joseph,2017-18,2017-18,2017,2016-17,TOR,IND,FALSE,new_team,team_change,3,25,82,NA,NA,FALSE,FALSE,NA,NA
courtney_lee_2017_NYK,Courtney Lee,2017-18,2017-18,2017,2016-17,NYK,NYK,TRUE,re_signed_standard,roster_continuity,3,31,78,NA,NA,FALSE,FALSE,NA,NA
cristiano_felicio_2017_CHI,Cristiano Felicio,2017-18,2017-18,2017,2016-17,CHI,CHI,TRUE,re_signed_standard,roster_continuity,3,24,78,NA,NA,FALSE,FALSE,NA,NA
damian_lillard_2017_POR,Damian Lillard,2017-18,2017-18,2017,2016-17,POR,POR,TRUE,re_signed_standard,roster_continuity,3,26,77,NA,NA,FALSE,FALSE,NA,NA
dangelo_russell_2017_BKN,D'Angelo Russell,2017-18,2017-18,2017,2016-17,LAL,BKN,FALSE,new_team,team_change,3,20,63,NA,NA,FALSE,FALSE,NA,NA
danilo_gallinari_2017_LAC,Danilo Gallinari,2017-18,2017-18,2017,2016-17,DEN,LAC,FALSE,new_team,team_change,3,28,68,NA,NA,FALSE,FALSE,NA,NA
danny_green_2017_SAS,Danny Green,2017-18,2017-18,2017,2016-17,SAS,SAS,TRUE,re_signed_standard,roster_continuity,3,29,68,NA,NA,FALSE,FALSE,NA,NA
dante_cunningham_2017_BKN,Dante Cunningham,2017-18,2017-18,2017,2016-17,NOP,BKN,FALSE,new_team,team_change,3,29,82,NA,NA,FALSE,FALSE,NA,NA
dante_exum_2017_UTA,Dante Exum,2017-18,2017-18,2017,2016-17,UTA,UTA,TRUE,re_signed_standard,roster_continuity,3,21,76,NA,NA,FALSE,FALSE,NA,NA
dario_saric_2017_PHI,Dario Saric,2017-18,2017-18,2017,2016-17,PHI,PHI,TRUE,re_signed_standard,roster_continuity,3,22,82,NA,NA,FALSE,FALSE,NA,NA
darrell_arthur_2017_DEN,Darrell Arthur,2017-18,2017-18,2017,2016-17,DEN,DEN,TRUE,re_signed_standard,roster_continuity,3,28,70,NA,NA,FALSE,FALSE,NA,NA
darren_collison_2017_IND,Darren Collison,2017-18,2017-18,2017,2016-17,SAC,IND,FALSE,new_team,team_change,3,29,78,NA,NA,FALSE,FALSE,NA,NA
darrun_hilliard_2017_SAS,Darrun Hilliard,2017-18,2017-18,2017,2016-17,DET,SAS,FALSE,new_team,team_change,3,23,78,NA,NA,FALSE,FALSE,NA,NA
david_west_2017_GSW,David West,2017-18,2017-18,2017,2016-17,GSW,GSW,TRUE,re_signed_standard,roster_continuity,3,36,68,NA,NA,FALSE,FALSE,NA,NA
davis_bertans_2017_SAS,Davis Bertans,2017-18,2017-18,2017,2016-17,SAS,SAS,TRUE,re_signed_standard,roster_continuity,3,24,81,NA,NA,FALSE,FALSE,NA,NA
deandre_bembry_2017_ATL,DeAndre' Bembry,2017-18,2017-18,2017,2016-17,ATL,ATL,TRUE,re_signed_standard,roster_continuity,3,22,72,NA,NA,FALSE,FALSE,NA,NA
deandre_jordan_2017_LAC,DeAndre Jordan,2017-18,2017-18,2017,2016-17,LAC,LAC,TRUE,re_signed_standard,roster_continuity,3,28,81,NA,NA,FALSE,FALSE,NA,NA
deandre_liggins_2017_NOP,DeAndre Liggins,2017-18,2017-18,2017,2016-17,DAL,NOP,FALSE,new_team,team_change,3,28,77,NA,NA,FALSE,FALSE,NA,NA
dejounte_murray_2017_SAS,Dejounte Murray,2017-18,2017-18,2017,2016-17,SAS,SAS,TRUE,re_signed_standard,roster_continuity,3,20,52,NA,NA,FALSE,FALSE,NA,NA
delon_wright_2017_TOR,Delon Wright,2017-18,2017-18,2017,2016-17,TOR,TOR,TRUE,re_signed_standard,roster_continuity,3,24,42,NA,NA,FALSE,FALSE,NA,NA
demar_derozan_2017_TOR,DeMar DeRozan,2017-18,2017-18,2017,2016-17,TOR,TOR,TRUE,re_signed_standard,roster_continuity,3,27,74,NA,NA,FALSE,FALSE,NA,NA
demarcus_cousins_2017_NOP,DeMarcus Cousins,2017-18,2017-18,2017,2016-17,NOP,NOP,TRUE,re_signed_standard,roster_continuity,3,26,82,NA,NA,FALSE,FALSE,NA,NA
demarre_carroll_2017_BKN,DeMarre Carroll,2017-18,2017-18,2017,2016-17,TOR,BKN,FALSE,new_team,team_change,3,30,81,NA,NA,FALSE,FALSE,NA,NA
dennis_schroder_2017_ATL,Dennis Schroder,2017-18,2017-18,2017,2016-17,ATL,ATL,TRUE,re_signed_standard,roster_continuity,3,23,80,NA,NA,FALSE,FALSE,NA,NA
denzel_valentine_2017_CHI,Denzel Valentine,2017-18,2017-18,2017,2016-17,CHI,CHI,TRUE,re_signed_standard,roster_continuity,3,23,78,NA,NA,FALSE,FALSE,NA,NA
derrick_favors_2017_UTA,Derrick Favors,2017-18,2017-18,2017,2016-17,UTA,UTA,TRUE,re_signed_standard,roster_continuity,3,25,52,NA,NA,FALSE,FALSE,NA,NA
derrick_jones_2017_MIA,Derrick Jones Jr.,2017-18,2017-18,2017,2016-17,PHX,MIA,FALSE,new_team,team_change,3,19,40,NA,NA,FALSE,FALSE,NA,NA
derrick_rose_2017_MIN,Derrick Rose,2017-18,2017-18,2017,2016-17,NYK,MIN,FALSE,new_team,team_change,3,28,66,NA,NA,FALSE,FALSE,NA,NA
derrick_williams_2017_LAL,Derrick Williams,2017-18,2017-18,2017,2016-17,CLE,LAL,FALSE,new_team,team_change,3,25,82,NA,NA,FALSE,FALSE,NA,NA
devin_booker_2017_PHX,Devin Booker,2017-18,2017-18,2017,2016-17,PHX,PHX,TRUE,re_signed_standard,roster_continuity,3,20,79,NA,NA,FALSE,FALSE,NA,NA
devin_harris_2017_DEN,Devin Harris,2017-18,2017-18,2017,2016-17,DAL,DEN,FALSE,new_team,team_change,3,33,66,NA,NA,FALSE,FALSE,NA,NA
dewayne_dedmon_2017_ATL,Dewayne Dedmon,2017-18,2017-18,2017,2016-17,SAS,ATL,FALSE,new_team,team_change,3,27,76,NA,NA,FALSE,FALSE,NA,NA
deyonta_davis_2017_MEM,Deyonta Davis,2017-18,2017-18,2017,2016-17,MEM,MEM,TRUE,re_signed_standard,roster_continuity,3,20,61,NA,NA,FALSE,FALSE,NA,NA
dion_waiters_2017_MIA,Dion Waiters,2017-18,2017-18,2017,2016-17,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,25,63,NA,NA,FALSE,FALSE,NA,NA
dirk_nowitzki_2017_DAL,Dirk Nowitzki,2017-18,2017-18,2017,2016-17,DAL,DAL,TRUE,re_signed_standard,roster_continuity,3,38,59,NA,NA,FALSE,FALSE,NA,NA
dj_augustin_2017_ORL,D.J. Augustin,2017-18,2017-18,2017,2016-17,ORL,ORL,TRUE,re_signed_standard,roster_continuity,3,29,82,NA,NA,FALSE,FALSE,NA,NA
domantas_sabonis_2017_IND,Domantas Sabonis,2017-18,2017-18,2017,2016-17,OKC,IND,FALSE,new_team,team_change,3,20,82,NA,NA,FALSE,FALSE,NA,NA
dorian_finney-smith_2017_DAL,Dorian Finney-Smith,2017-18,2017-18,2017,2016-17,DAL,DAL,TRUE,re_signed_standard,roster_continuity,3,23,82,NA,NA,FALSE,FALSE,NA,NA
doug_mcdermott_2017_DAL,Doug McDermott,2017-18,2017-18,2017,2016-17,OKC,DAL,FALSE,new_team,team_change,3,25,67,NA,NA,FALSE,FALSE,NA,NA
dragan_bender_2017_PHX,Dragan Bender,2017-18,2017-18,2017,2016-17,PHX,PHX,TRUE,re_signed_standard,roster_continuity,3,19,51,NA,NA,FALSE,FALSE,NA,NA
draymond_green_2017_GSW,Draymond Green,2017-18,2017-18,2017,2016-17,GSW,GSW,TRUE,re_signed_standard,roster_continuity,3,26,80,NA,NA,FALSE,FALSE,NA,NA
dwight_howard_2017_CHA,Dwight Howard,2017-18,2017-18,2017,2016-17,ATL,CHA,FALSE,new_team,team_change,3,31,77,NA,NA,FALSE,FALSE,NA,NA
dwight_powell_2017_DAL,Dwight Powell,2017-18,2017-18,2017,2016-17,DAL,DAL,TRUE,re_signed_standard,roster_continuity,3,25,82,NA,NA,FALSE,FALSE,NA,NA
dwyane_wade_2017_MIA,Dwyane Wade,2017-18,2017-18,2017,2016-17,CHI,MIA,FALSE,new_team,team_change,3,35,66,NA,NA,FALSE,FALSE,NA,NA
ed_davis_2017_POR,Ed Davis,2017-18,2017-18,2017,2016-17,POR,POR,TRUE,re_signed_standard,roster_continuity,3,27,66,NA,NA,FALSE,FALSE,NA,NA
elfrid_payton_2017_PHX,Elfrid Payton,2017-18,2017-18,2017,2016-17,ORL,PHX,FALSE,new_team,team_change,3,22,82,NA,NA,FALSE,FALSE,NA,NA
emmanuel_mudiay_2017_NYK,Emmanuel Mudiay,2017-18,2017-18,2017,2016-17,DEN,NYK,FALSE,new_team,team_change,3,20,73,NA,NA,FALSE,FALSE,NA,NA
enes_freedom_2017_NYK,Enes Freedom,2017-18,2017-18,2017,2016-17,OKC,NYK,FALSE,new_team,team_change,3,24,72,NA,NA,FALSE,FALSE,NA,NA
eric_bledsoe_2017_MIL,Eric Bledsoe,2017-18,2017-18,2017,2016-17,PHX,MIL,FALSE,new_team,team_change,3,27,81,NA,NA,FALSE,FALSE,NA,NA
eric_gordon_2017_HOU,Eric Gordon,2017-18,2017-18,2017,2016-17,HOU,HOU,TRUE,re_signed_standard,roster_continuity,3,28,81,NA,NA,FALSE,FALSE,NA,NA
ersan_ilyasova_2017_PHI,Ersan Ilyasova,2017-18,2017-18,2017,2016-17,ATL,PHI,FALSE,new_team,team_change,3,29,83,NA,NA,FALSE,FALSE,NA,NA
etwaun_moore_2017_NOP,E'Twaun Moore,2017-18,2017-18,2017,2016-17,NOP,NOP,TRUE,re_signed_standard,roster_continuity,3,27,82,NA,NA,FALSE,FALSE,NA,NA
evan_fournier_2017_ORL,Evan Fournier,2017-18,2017-18,2017,2016-17,ORL,ORL,TRUE,re_signed_standard,roster_continuity,3,24,76,NA,NA,FALSE,FALSE,NA,NA
evan_turner_2017_POR,Evan Turner,2017-18,2017-18,2017,2016-17,POR,POR,TRUE,re_signed_standard,roster_continuity,3,28,68,NA,NA,FALSE,FALSE,NA,NA
frank_kaminsky_2017_CHA,Frank Kaminsky,2017-18,2017-18,2017,2016-17,CHA,CHA,TRUE,re_signed_standard,roster_continuity,3,23,80,NA,NA,FALSE,FALSE,NA,NA
fred_vanvleet_2017_TOR,Fred VanVleet,2017-18,2017-18,2017,2016-17,TOR,TOR,TRUE,re_signed_standard,roster_continuity,3,22,74,NA,NA,FALSE,FALSE,NA,NA
garrett_temple_2017_SAC,Garrett Temple,2017-18,2017-18,2017,2016-17,SAC,SAC,TRUE,re_signed_standard,roster_continuity,3,30,71,NA,NA,FALSE,FALSE,NA,NA
gary_harris_2017_DEN,Gary Harris,2017-18,2017-18,2017,2016-17,DEN,DEN,TRUE,re_signed_standard,roster_continuity,3,22,61,NA,NA,FALSE,FALSE,NA,NA
george_hill_2017_CLE,George Hill,2017-18,2017-18,2017,2016-17,UTA,CLE,FALSE,new_team,team_change,3,30,69,NA,NA,FALSE,FALSE,NA,NA
georges_niang_2017_UTA,Georges Niang,2017-18,2017-18,2017,2016-17,IND,UTA,FALSE,new_team,team_change,3,23,47,NA,NA,FALSE,FALSE,NA,NA
gerald_green_2017_HOU,Gerald Green,2017-18,2017-18,2017,2016-17,BOS,HOU,FALSE,new_team,team_change,3,31,76,NA,NA,FALSE,FALSE,NA,NA
giannis_antetokounmpo_2017_MIL,Giannis Antetokounmpo,2017-18,2017-18,2017,2016-17,MIL,MIL,TRUE,re_signed_standard,roster_continuity,3,22,82,NA,NA,FALSE,FALSE,NA,NA
glenn_robinson_2017_IND,Glenn Robinson III,2017-18,2017-18,2017,2016-17,IND,IND,TRUE,re_signed_standard,roster_continuity,3,23,71,NA,NA,FALSE,FALSE,NA,NA
goran_dragic_2017_MIA,Goran Dragic,2017-18,2017-18,2017,2016-17,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,30,82,NA,NA,FALSE,FALSE,NA,NA
gordon_hayward_2017_BOS,Gordon Hayward,2017-18,2017-18,2017,2016-17,UTA,BOS,FALSE,new_team,team_change,3,26,76,NA,NA,FALSE,FALSE,NA,NA
gorgui_dieng_2017_MIN,Gorgui Dieng,2017-18,2017-18,2017,2016-17,MIN,MIN,TRUE,re_signed_standard,roster_continuity,3,27,82,NA,NA,FALSE,FALSE,NA,NA
greg_monroe_2017_BOS,Greg Monroe,2017-18,2017-18,2017,2016-17,MIL,BOS,FALSE,new_team,team_change,3,26,82,NA,NA,FALSE,FALSE,NA,NA
harrison_barnes_2017_DAL,Harrison Barnes,2017-18,2017-18,2017,2016-17,DAL,DAL,TRUE,re_signed_standard,roster_continuity,3,24,82,NA,NA,FALSE,FALSE,NA,NA
hassan_whiteside_2017_MIA,Hassan Whiteside,2017-18,2017-18,2017,2016-17,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,27,82,NA,NA,FALSE,FALSE,NA,NA
henry_ellenson_2017_DET,Henry Ellenson,2017-18,2017-18,2017,2016-17,DET,DET,TRUE,re_signed_standard,roster_continuity,3,20,45,NA,NA,FALSE,FALSE,NA,NA
ian_clark_2017_NOP,Ian Clark,2017-18,2017-18,2017,2016-17,GSW,NOP,FALSE,new_team,team_change,3,25,81,NA,NA,FALSE,FALSE,NA,NA
iman_shumpert_2017_SAC,Iman Shumpert,2017-18,2017-18,2017,2016-17,CLE,SAC,FALSE,new_team,team_change,3,26,81,NA,NA,FALSE,FALSE,NA,NA
isaiah_canaan_2017_PHX,Isaiah Canaan,2017-18,2017-18,2017,2016-17,CHI,PHX,FALSE,new_team,team_change,3,25,72,NA,NA,FALSE,FALSE,NA,NA
isaiah_thomas_2017_LAL,Isaiah Thomas,2017-18,2017-18,2017,2016-17,BOS,LAL,FALSE,new_team,team_change,3,27,76,NA,NA,FALSE,FALSE,NA,NA
isaiah_whitehead_2017_BKN,Isaiah Whitehead,2017-18,2017-18,2017,2016-17,BKN,BKN,TRUE,re_signed_standard,roster_continuity,3,21,77,NA,NA,FALSE,FALSE,NA,NA
ish_smith_2017_DET,Ish Smith,2017-18,2017-18,2017,2016-17,DET,DET,TRUE,re_signed_standard,roster_continuity,3,28,82,NA,NA,FALSE,FALSE,NA,NA
ivica_zubac_2017_LAL,Ivica Zubac,2017-18,2017-18,2017,2016-17,LAL,LAL,TRUE,re_signed_standard,roster_continuity,3,19,50,NA,NA,FALSE,FALSE,NA,NA
jabari_parker_2017_MIL,Jabari Parker,2017-18,2017-18,2017,2016-17,MIL,MIL,TRUE,re_signed_standard,roster_continuity,3,21,51,NA,NA,FALSE,FALSE,NA,NA
jae_crowder_2017_UTA,Jae Crowder,2017-18,2017-18,2017,2016-17,BOS,UTA,FALSE,new_team,team_change,3,26,72,NA,NA,FALSE,FALSE,NA,NA
jahlil_okafor_2017_BKN,Jahlil Okafor,2017-18,2017-18,2017,2016-17,PHI,BKN,FALSE,new_team,team_change,3,21,82,NA,NA,FALSE,FALSE,NA,NA
jake_layman_2017_POR,Jake Layman,2017-18,2017-18,2017,2016-17,POR,POR,TRUE,re_signed_standard,roster_continuity,3,22,75,NA,NA,FALSE,FALSE,NA,NA
jakob_poeltl_2017_TOR,Jakob Poeltl,2017-18,2017-18,2017,2016-17,TOR,TOR,TRUE,re_signed_standard,roster_continuity,3,21,82,NA,NA,FALSE,FALSE,NA,NA
jamal_crawford_2017_MIN,Jamal Crawford,2017-18,2017-18,2017,2016-17,LAC,MIN,FALSE,new_team,team_change,3,36,82,NA,NA,FALSE,FALSE,NA,NA
jamal_murray_2017_DEN,Jamal Murray,2017-18,2017-18,2017,2016-17,DEN,DEN,TRUE,re_signed_standard,roster_continuity,3,19,82,NA,NA,FALSE,FALSE,NA,NA
jameer_nelson_2017_DET,Jameer Nelson,2017-18,2017-18,2017,2016-17,DEN,DET,FALSE,new_team,team_change,3,34,78,NA,NA,FALSE,FALSE,NA,NA
james_ennis_2017_DET,James Ennis III,2017-18,2017-18,2017,2016-17,MEM,DET,FALSE,new_team,team_change,3,26,81,NA,NA,FALSE,FALSE,NA,NA
james_harden_2017_HOU,James Harden,2017-18,2017-18,2017,2016-17,HOU,HOU,TRUE,re_signed_supermax,supermax,3,27,81,NA,NA,TRUE,TRUE,NA,NA
james_johnson_2017_MIA,James Johnson,2017-18,2017-18,2017,2016-17,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,29,82,NA,NA,FALSE,FALSE,NA,NA
james_michael_mcadoo_2017_PHI,James Michael McAdoo,2017-18,2017-18,2017,2016-17,GSW,PHI,FALSE,new_team,team_change,3,24,62,NA,NA,FALSE,FALSE,NA,NA
james_young_2017_PHI,James Young,2017-18,2017-18,2017,2016-17,BOS,PHI,FALSE,new_team,team_change,3,21,67,NA,NA,FALSE,FALSE,NA,NA
jamychal_green_2017_MEM,JaMychal Green,2017-18,2017-18,2017,2016-17,MEM,MEM,TRUE,re_signed_standard,roster_continuity,3,26,82,NA,NA,FALSE,FALSE,NA,NA
jared_dudley_2017_PHX,Jared Dudley,2017-18,2017-18,2017,2016-17,PHX,PHX,TRUE,re_signed_standard,roster_continuity,3,31,79,NA,NA,FALSE,FALSE,NA,NA
jarell_martin_2017_MEM,Jarell Martin,2017-18,2017-18,2017,2016-17,MEM,MEM,TRUE,re_signed_standard,roster_continuity,3,22,53,NA,NA,FALSE,FALSE,NA,NA
jason_smith_2017_WAS,Jason Smith,2017-18,2017-18,2017,2016-17,WAS,WAS,TRUE,re_signed_standard,roster_continuity,3,30,82,NA,NA,FALSE,FALSE,NA,NA
jason_terry_2017_MIL,Jason Terry,2017-18,2017-18,2017,2016-17,MIL,MIL,TRUE,re_signed_standard,roster_continuity,3,39,79,NA,NA,FALSE,FALSE,NA,NA
javale_mcgee_2017_GSW,JaVale McGee,2017-18,2017-18,2017,2016-17,GSW,GSW,TRUE,re_signed_standard,roster_continuity,3,29,82,NA,NA,FALSE,FALSE,NA,NA
