event_id,player_name,season,contract_start_season,signing_offseason_year,pre_signing_season,prior_team,signing_team,incumbent,treatment_category,contract_type,contract_years,age_at_signing,games_pre,years_of_service,yos_band,is_designated_veteran,supermax_full_35pct,average_annual_value,cap_percentage_at_signing
cory_joseph_2018_IND,Cory Joseph,2018-19,2018-19,2018,2017-18,IND,IND,TRUE,re_signed_standard,roster_continuity,3,26,82,NA,NA,FALSE,FALSE,NA,NA
courtney_lee_2018_DAL,Courtney Lee,2018-19,2018-19,2018,2017-18,NYK,DAL,FALSE,new_team,team_change,3,32,77,NA,NA,FALSE,FALSE,NA,NA
cristiano_felicio_2018_CHI,Cristiano Felicio,2018-19,2018-19,2018,2017-18,CHI,CHI,TRUE,re_signed_standard,roster_continuity,3,25,79,NA,NA,FALSE,FALSE,NA,NA
damian_lillard_2018_POR,Damian Lillard,2018-19,2018-19,2018,2017-18,POR,POR,TRUE,re_signed_standard,roster_continuity,3,27,75,NA,NA,FALSE,FALSE,NA,NA
damyean_dotson_2018_NYK,Damyean Dotson,2018-19,2018-19,2018,2017-18,NYK,NYK,TRUE,re_signed_standard,roster_continuity,3,23,64,NA,NA,FALSE,FALSE,NA,NA
dangelo_russell_2018_BKN,D'Angelo Russell,2018-19,2018-19,2018,2017-18,BKN,BKN,TRUE,re_signed_standard,roster_continuity,3,21,48,NA,NA,FALSE,FALSE,NA,NA
daniel_theis_2018_BOS,Daniel Theis,2018-19,2018-19,2018,2017-18,BOS,BOS,TRUE,re_signed_standard,roster_continuity,3,25,66,NA,NA,FALSE,FALSE,NA,NA
danilo_gallinari_2018_LAC,Danilo Gallinari,2018-19,2018-19,2018,2017-18,LAC,LAC,TRUE,re_signed_standard,roster_continuity,3,29,45,NA,NA,FALSE,FALSE,NA,NA
danny_green_2018_TOR,Danny Green,2018-19,2018-19,2018,2017-18,SAS,TOR,FALSE,new_team,team_change,3,30,75,NA,NA,FALSE,FALSE,NA,NA
dante_cunningham_2018_SAS,Dante Cunningham,2018-19,2018-19,2018,2017-18,BKN,SAS,FALSE,new_team,team_change,3,30,77,NA,NA,FALSE,FALSE,NA,NA
dario_saric_2018_MIN,Dario Saric,2018-19,2018-19,2018,2017-18,PHI,MIN,FALSE,new_team,team_change,3,23,78,NA,NA,FALSE,FALSE,NA,NA
darius_miller_2018_NOP,Darius Miller,2018-19,2018-19,2018,2017-18,NOP,NOP,TRUE,re_signed_standard,roster_continuity,3,27,82,NA,NA,FALSE,FALSE,NA,NA
darren_collison_2018_IND,Darren Collison,2018-19,2018-19,2018,2017-18,IND,IND,TRUE,re_signed_standard,roster_continuity,3,30,70,NA,NA,FALSE,FALSE,NA,NA
david_nwaba_2018_CLE,David Nwaba,2018-19,2018-19,2018,2017-18,CHI,CLE,FALSE,new_team,team_change,3,25,71,NA,NA,FALSE,FALSE,NA,NA
davis_bertans_2018_SAS,Davis Bertans,2018-19,2018-19,2018,2017-18,SAS,SAS,TRUE,re_signed_standard,roster_continuity,3,25,82,NA,NA,FALSE,FALSE,NA,NA
deaaron_fox_2018_SAC,De'Aaron Fox,2018-19,2018-19,2018,2017-18,SAC,SAC,TRUE,re_signed_standard,roster_continuity,3,20,73,NA,NA,FALSE,FALSE,NA,NA
deandre_bembry_2018_ATL,DeAndre' Bembry,2018-19,2018-19,2018,2017-18,ATL,ATL,TRUE,re_signed_standard,roster_continuity,3,23,49,NA,NA,FALSE,FALSE,NA,NA
deandre_jordan_2018_NYK,DeAndre Jordan,2018-19,2018-19,2018,2017-18,LAC,NYK,FALSE,new_team,team_change,3,29,82,NA,NA,FALSE,FALSE,NA,NA
delon_wright_2018_MEM,Delon Wright,2018-19,2018-19,2018,2017-18,TOR,MEM,FALSE,new_team,team_change,3,25,69,NA,NA,FALSE,FALSE,NA,NA
demar_derozan_2018_SAS,DeMar DeRozan,2018-19,2018-19,2018,2017-18,TOR,SAS,FALSE,new_team,team_change,3,28,82,NA,NA,FALSE,FALSE,NA,NA
demarcus_cousins_2018_GSW,DeMarcus Cousins,2018-19,2018-19,2018,2017-18,NOP,GSW,FALSE,new_team,team_change,3,27,49,NA,NA,FALSE,FALSE,NA,NA
demarre_carroll_2018_BKN,DeMarre Carroll,2018-19,2018-19,2018,2017-18,BKN,BKN,TRUE,re_signed_standard,roster_continuity,3,31,74,NA,NA,FALSE,FALSE,NA,NA
dennis_schroder_2018_OKC,Dennis Schroder,2018-19,2018-19,2018,2017-18,ATL,OKC,FALSE,new_team,team_change,3,24,74,NA,NA,FALSE,FALSE,NA,NA
dennis_smith_2018_NYK,Dennis Smith Jr.,2018-19,2018-19,2018,2017-18,DAL,NYK,FALSE,new_team,team_change,3,20,69,NA,NA,FALSE,FALSE,NA,NA
derrick_favors_2018_UTA,Derrick Favors,2018-19,2018-19,2018,2017-18,UTA,UTA,TRUE,re_signed_standard,roster_continuity,3,26,79,NA,NA,FALSE,FALSE,NA,NA
derrick_jones_2018_MIA,Derrick Jones Jr.,2018-19,2018-19,2018,2017-18,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,20,40,NA,NA,FALSE,FALSE,NA,NA
devin_booker_2018_PHX,Devin Booker,2018-19,2018-19,2018,2017-18,PHX,PHX,TRUE,re_signed_standard,roster_continuity,3,21,68,NA,NA,FALSE,FALSE,NA,NA
devin_harris_2018_DAL,Devin Harris,2018-19,2018-19,2018,2017-18,DEN,DAL,FALSE,new_team,team_change,3,34,73,NA,NA,FALSE,FALSE,NA,NA
dewayne_dedmon_2018_ATL,Dewayne Dedmon,2018-19,2018-19,2018,2017-18,ATL,ATL,TRUE,re_signed_standard,roster_continuity,3,28,65,NA,NA,FALSE,FALSE,NA,NA
deyonta_davis_2018_ATL,Deyonta Davis,2018-19,2018-19,2018,2017-18,MEM,ATL,FALSE,new_team,team_change,3,21,79,NA,NA,FALSE,FALSE,NA,NA
dillon_brooks_2018_MEM,Dillon Brooks,2018-19,2018-19,2018,2017-18,MEM,MEM,TRUE,re_signed_standard,roster_continuity,3,22,82,NA,NA,FALSE,FALSE,NA,NA
dirk_nowitzki_2018_DAL,Dirk Nowitzki,2018-19,2018-19,2018,2017-18,DAL,DAL,TRUE,re_signed_standard,roster_continuity,3,39,77,NA,NA,FALSE,FALSE,NA,NA
dj_augustin_2018_ORL,D.J. Augustin,2018-19,2018-19,2018,2017-18,ORL,ORL,TRUE,re_signed_standard,roster_continuity,3,30,81,NA,NA,FALSE,FALSE,NA,NA
dj_wilson_2018_MIL,D.J. Wilson,2018-19,2018-19,2018,2017-18,MIL,MIL,TRUE,re_signed_standard,roster_continuity,3,21,68,NA,NA,FALSE,FALSE,NA,NA
domantas_sabonis_2018_IND,Domantas Sabonis,2018-19,2018-19,2018,2017-18,IND,IND,TRUE,re_signed_standard,roster_continuity,3,21,74,NA,NA,FALSE,FALSE,NA,NA
donovan_mitchell_2018_UTA,Donovan Mitchell,2018-19,2018-19,2018,2017-18,UTA,UTA,TRUE,re_signed_standard,roster_continuity,3,21,82,NA,NA,FALSE,FALSE,NA,NA
doug_mcdermott_2018_IND,Doug McDermott,2018-19,2018-19,2018,2017-18,DAL,IND,FALSE,new_team,team_change,3,26,82,NA,NA,FALSE,FALSE,NA,NA
dragan_bender_2018_PHX,Dragan Bender,2018-19,2018-19,2018,2017-18,PHX,PHX,TRUE,re_signed_standard,roster_continuity,3,20,82,NA,NA,FALSE,FALSE,NA,NA
draymond_green_2018_GSW,Draymond Green,2018-19,2018-19,2018,2017-18,GSW,GSW,TRUE,re_signed_standard,roster_continuity,3,27,70,NA,NA,FALSE,FALSE,NA,NA
dwayne_bacon_2018_CHA,Dwayne Bacon,2018-19,2018-19,2018,2017-18,CHA,CHA,TRUE,re_signed_standard,roster_continuity,3,22,78,NA,NA,FALSE,FALSE,NA,NA
dwight_howard_2018_WAS,Dwight Howard,2018-19,2018-19,2018,2017-18,CHA,WAS,FALSE,new_team,team_change,3,32,82,NA,NA,FALSE,FALSE,NA,NA
dwight_powell_2018_DAL,Dwight Powell,2018-19,2018-19,2018,2017-18,DAL,DAL,TRUE,re_signed_standard,roster_continuity,3,26,81,NA,NA,FALSE,FALSE,NA,NA
dwyane_wade_2018_MIA,Dwyane Wade,2018-19,2018-19,2018,2017-18,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,36,69,NA,NA,FALSE,FALSE,NA,NA
ed_davis_2018_BKN,Ed Davis,2018-19,2018-19,2018,2017-18,POR,BKN,FALSE,new_team,team_change,3,28,78,NA,NA,FALSE,FALSE,NA,NA
ekpe_udoh_2018_UTA,Ekpe Udoh,2018-19,2018-19,2018,2017-18,UTA,UTA,TRUE,re_signed_standard,roster_continuity,3,30,81,NA,NA,FALSE,FALSE,NA,NA
elfrid_payton_2018_NOP,Elfrid Payton,2018-19,2018-19,2018,2017-18,PHX,NOP,FALSE,new_team,team_change,3,23,64,NA,NA,FALSE,FALSE,NA,NA
emmanuel_mudiay_2018_NYK,Emmanuel Mudiay,2018-19,2018-19,2018,2017-18,NYK,NYK,TRUE,re_signed_standard,roster_continuity,3,21,73,NA,NA,FALSE,FALSE,NA,NA
enes_freedom_2018_POR,Enes Freedom,2018-19,2018-19,2018,2017-18,NYK,POR,FALSE,new_team,team_change,3,25,73,NA,NA,FALSE,FALSE,NA,NA
eric_bledsoe_2018_MIL,Eric Bledsoe,2018-19,2018-19,2018,2017-18,MIL,MIL,TRUE,re_signed_standard,roster_continuity,3,28,74,NA,NA,FALSE,FALSE,NA,NA
eric_gordon_2018_HOU,Eric Gordon,2018-19,2018-19,2018,2017-18,HOU,HOU,TRUE,re_signed_standard,roster_continuity,3,29,78,NA,NA,FALSE,FALSE,NA,NA
eric_moreland_2018_TOR,Eric Moreland,2018-19,2018-19,2018,2017-18,DET,TOR,FALSE,new_team,team_change,3,26,81,NA,NA,FALSE,FALSE,NA,NA
ersan_ilyasova_2018_MIL,Ersan Ilyasova,2018-19,2018-19,2018,2017-18,PHI,MIL,FALSE,new_team,team_change,3,30,74,NA,NA,FALSE,FALSE,NA,NA
etwaun_moore_2018_NOP,E'Twaun Moore,2018-19,2018-19,2018,2017-18,NOP,NOP,TRUE,re_signed_standard,roster_continuity,3,28,82,NA,NA,FALSE,FALSE,NA,NA
evan_fournier_2018_ORL,Evan Fournier,2018-19,2018-19,2018,2017-18,ORL,ORL,TRUE,re_signed_standard,roster_continuity,3,25,58,NA,NA,FALSE,FALSE,NA,NA
evan_turner_2018_POR,Evan Turner,2018-19,2018-19,2018,2017-18,POR,POR,TRUE,re_signed_standard,roster_continuity,3,29,79,NA,NA,FALSE,FALSE,NA,NA
frank_kaminsky_2018_CHA,Frank Kaminsky,2018-19,2018-19,2018,2017-18,CHA,CHA,TRUE,re_signed_standard,roster_continuity,3,24,81,NA,NA,FALSE,FALSE,NA,NA
frank_mason_2018_SAC,Frank Mason III,2018-19,2018-19,2018,2017-18,SAC,SAC,TRUE,re_signed_standard,roster_continuity,3,23,59,NA,NA,FALSE,FALSE,NA,NA
frank_ntilikina_2018_NYK,Frank Ntilikina,2018-19,2018-19,2018,2017-18,NYK,NYK,TRUE,re_signed_standard,roster_continuity,3,19,79,NA,NA,FALSE,FALSE,NA,NA
fred_vanvleet_2018_TOR,Fred VanVleet,2018-19,2018-19,2018,2017-18,TOR,TOR,TRUE,re_signed_standard,roster_continuity,3,23,77,NA,NA,FALSE,FALSE,NA,NA
garrett_temple_2018_LAC,Garrett Temple,2018-19,2018-19,2018,2017-18,SAC,LAC,FALSE,new_team,team_change,3,31,74,NA,NA,FALSE,FALSE,NA,NA
gary_harris_2018_DEN,Gary Harris,2018-19,2018-19,2018,2017-18,DEN,DEN,TRUE,re_signed_standard,roster_continuity,3,23,67,NA,NA,FALSE,FALSE,NA,NA
george_hill_2018_MIL,George Hill,2018-19,2018-19,2018,2017-18,CLE,MIL,FALSE,new_team,team_change,3,31,70,NA,NA,FALSE,FALSE,NA,NA
gerald_green_2018_HOU,Gerald Green,2018-19,2018-19,2018,2017-18,HOU,HOU,TRUE,re_signed_standard,roster_continuity,3,32,50,NA,NA,FALSE,FALSE,NA,NA
giannis_antetokounmpo_2018_MIL,Giannis Antetokounmpo,2018-19,2018-19,2018,2017-18,MIL,MIL,TRUE,re_signed_standard,roster_continuity,3,23,76,NA,NA,FALSE,FALSE,NA,NA
goran_dragic_2018_MIA,Goran Dragic,2018-19,2018-19,2018,2017-18,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,31,80,NA,NA,FALSE,FALSE,NA,NA
gorgui_dieng_2018_MIN,Gorgui Dieng,2018-19,2018-19,2018,2017-18,MIN,MIN,TRUE,re_signed_standard,roster_continuity,3,28,82,NA,NA,FALSE,FALSE,NA,NA
greg_monroe_2018_PHI,Greg Monroe,2018-19,2018-19,2018,2017-18,BOS,PHI,FALSE,new_team,team_change,3,27,68,NA,NA,FALSE,FALSE,NA,NA
guerschon_yabusele_2018_BOS,Guerschon Yabusele,2018-19,2018-19,2018,2017-18,BOS,BOS,TRUE,re_signed_standard,roster_continuity,3,22,64,NA,NA,FALSE,FALSE,NA,NA
harrison_barnes_2018_SAC,Harrison Barnes,2018-19,2018-19,2018,2017-18,DAL,SAC,FALSE,new_team,team_change,3,25,77,NA,NA,FALSE,FALSE,NA,NA
hassan_whiteside_2018_MIA,Hassan Whiteside,2018-19,2018-19,2018,2017-18,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,28,67,NA,NA,FALSE,FALSE,NA,NA
henry_ellenson_2018_NYK,Henry Ellenson,2018-19,2018-19,2018,2017-18,DET,NYK,FALSE,new_team,team_change,3,21,81,NA,NA,FALSE,FALSE,NA,NA
ian_clark_2018_NOP,Ian Clark,2018-19,2018-19,2018,2017-18,NOP,NOP,TRUE,re_signed_standard,roster_continuity,3,26,82,NA,NA,FALSE,FALSE,NA,NA
ian_mahinmi_2018_WAS,Ian Mahinmi,2018-19,2018-19,2018,2017-18,WAS,WAS,TRUE,re_signed_standard,roster_continuity,3,31,81,NA,NA,FALSE,FALSE,NA,NA
ish_smith_2018_DET,Ish Smith,2018-19,2018-19,2018,2017-18,DET,DET,TRUE,re_signed_standard,roster_continuity,3,29,82,NA,NA,FALSE,FALSE,NA,NA
ivan_rabb_2018_MEM,Ivan Rabb,2018-19,2018-19,2018,2017-18,MEM,MEM,TRUE,re_signed_standard,roster_continuity,3,20,59,NA,NA,FALSE,FALSE,NA,NA
ivica_zubac_2018_LAC,Ivica Zubac,2018-19,2018-19,2018,2017-18,LAL,LAC,FALSE,new_team,team_change,3,20,69,NA,NA,FALSE,FALSE,NA,NA
jae_crowder_2018_UTA,Jae Crowder,2018-19,2018-19,2018,2017-18,UTA,UTA,TRUE,re_signed_standard,roster_continuity,3,27,80,NA,NA,FALSE,FALSE,NA,NA
jahlil_okafor_2018_NOP,Jahlil Okafor,2018-19,2018-19,2018,2017-18,BKN,NOP,FALSE,new_team,team_change,3,22,71,NA,NA,FALSE,FALSE,NA,NA
jake_layman_2018_POR,Jake Layman,2018-19,2018-19,2018,2017-18,POR,POR,TRUE,re_signed_standard,roster_continuity,3,23,82,NA,NA,FALSE,FALSE,NA,NA
jakob_poeltl_2018_SAS,Jakob Poeltl,2018-19,2018-19,2018,2017-18,TOR,SAS,FALSE,new_team,team_change,3,22,82,NA,NA,FALSE,FALSE,NA,NA
jamal_crawford_2018_PHX,Jamal Crawford,2018-19,2018-19,2018,2017-18,MIN,PHX,FALSE,new_team,team_change,3,37,82,NA,NA,FALSE,FALSE,NA,NA
jamal_murray_2018_DEN,Jamal Murray,2018-19,2018-19,2018,2017-18,DEN,DEN,TRUE,re_signed_standard,roster_continuity,3,20,81,NA,NA,FALSE,FALSE,NA,NA
james_ennis_2018_PHI,James Ennis III,2018-19,2018-19,2018,2017-18,DET,PHI,FALSE,new_team,team_change,3,27,79,NA,NA,FALSE,FALSE,NA,NA
james_harden_2018_HOU,James Harden,2018-19,2018-19,2018,2017-18,HOU,HOU,TRUE,re_signed_standard,roster_continuity,3,28,76,NA,NA,FALSE,FALSE,NA,NA
james_johnson_2018_MIA,James Johnson,2018-19,2018-19,2018,2017-18,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,30,81,NA,NA,FALSE,FALSE,NA,NA
jamychal_green_2018_LAC,JaMychal Green,2018-19,2018-19,2018,2017-18,MEM,LAC,FALSE,new_team,team_change,3,27,63,NA,NA,FALSE,FALSE,NA,NA
jared_dudley_2018_BKN,Jared Dudley,2018-19,2018-19,2018,2017-18,PHX,BKN,FALSE,new_team,team_change,3,32,72,NA,NA,FALSE,FALSE,NA,NA
jarell_martin_2018_ORL,Jarell Martin,2018-19,2018-19,2018,2017-18,MEM,ORL,FALSE,new_team,team_change,3,23,82,NA,NA,FALSE,FALSE,NA,NA
jarrett_allen_2018_BKN,Jarrett Allen,2018-19,2018-19,2018,2017-18,BKN,BKN,TRUE,re_signed_standard,roster_continuity,3,19,76,NA,NA,FALSE,FALSE,NA,NA
jason_smith_2018_NOP,Jason Smith,2018-19,2018-19,2018,2017-18,WAS,NOP,FALSE,new_team,team_change,3,31,79,NA,NA,FALSE,FALSE,NA,NA
javale_mcgee_2018_LAL,JaVale McGee,2018-19,2018-19,2018,2017-18,GSW,LAL,FALSE,new_team,team_change,3,30,81,NA,NA,FALSE,FALSE,NA,NA
jawun_evans_2018_OKC,Jawun Evans,2018-19,2018-19,2018,2017-18,LAC,OKC,FALSE,new_team,team_change,3,21,63,NA,NA,FALSE,FALSE,NA,NA
jaylen_brown_2018_BOS,Jaylen Brown,2018-19,2018-19,2018,2017-18,BOS,BOS,TRUE,re_signed_standard,roster_continuity,3,21,71,NA,NA,FALSE,FALSE,NA,NA
jayson_tatum_2018_BOS,Jayson Tatum,2018-19,2018-19,2018,2017-18,BOS,BOS,TRUE,re_signed_standard,roster_continuity,3,19,80,NA,NA,FALSE,FALSE,NA,NA
jeff_green_2018_WAS,Jeff Green,2018-19,2018-19,2018,2017-18,CLE,WAS,FALSE,new_team,team_change,3,31,78,NA,NA,FALSE,FALSE,NA,NA
jeff_teague_2018_MIN,Jeff Teague,2018-19,2018-19,2018,2017-18,MIN,MIN,TRUE,re_signed_standard,roster_continuity,3,29,80,NA,NA,FALSE,FALSE,NA,NA
jerami_grant_2018_OKC,Jerami Grant,2018-19,2018-19,2018,2017-18,OKC,OKC,TRUE,re_signed_standard,roster_continuity,3,23,81,NA,NA,FALSE,FALSE,NA,NA
jeremy_lamb_2018_CHA,Jeremy Lamb,2018-19,2018-19,2018,2017-18,CHA,CHA,TRUE,re_signed_standard,roster_continuity,3,25,81,NA,NA,FALSE,FALSE,NA,NA
jerian_grant_2018_ORL,Jerian Grant,2018-19,2018-19,2018,2017-18,CHI,ORL,FALSE,new_team,team_change,3,25,82,NA,NA,FALSE,FALSE,NA,NA
jerryd_bayless_2018_MIN,Jerryd Bayless,2018-19,2018-19,2018,2017-18,PHI,MIN,FALSE,new_team,team_change,3,29,72,NA,NA,FALSE,FALSE,NA,NA
jimmy_butler_2018_PHI,Jimmy Butler,2018-19,2018-19,2018,2017-18,MIN,PHI,FALSE,new_team,team_change,3,28,66,NA,NA,FALSE,FALSE,NA,NA
jj_barea_2018_DAL,J.J. Barea,2018-19,2018-19,2018,2017-18,DAL,DAL,TRUE,re_signed_standard,roster_continuity,3,33,73,NA,NA,FALSE,FALSE,NA,NA
jj_redick_2018_PHI,JJ Redick,2018-19,2018-19,2018,2017-18,PHI,PHI,TRUE,re_signed_standard,roster_continuity,3,33,72,NA,NA,FALSE,FALSE,NA,NA
jodie_meeks_2018_TOR,Jodie Meeks,2018-19,2018-19,2018,2017-18,WAS,TOR,FALSE,new_team,team_change,3,30,81,NA,NA,FALSE,FALSE,NA,NA
joe_harris_2018_BKN,Joe Harris,2018-19,2018-19,2018,2017-18,BKN,BKN,TRUE,re_signed_standard,roster_continuity,3,26,81,NA,NA,FALSE,FALSE,NA,NA
joe_ingles_2018_UTA,Joe Ingles,2018-19,2018-19,2018,2017-18,UTA,UTA,TRUE,re_signed_standard,roster_continuity,3,30,82,NA,NA,FALSE,FALSE,NA,NA
joel_embiid_2018_PHI,Joel Embiid,2018-19,2018-19,2018,2017-18,PHI,PHI,TRUE,re_signed_standard,roster_continuity,3,23,66,NA,NA,FALSE,FALSE,NA,NA
john_collins_2018_ATL,John Collins,2018-19,2018-19,2018,2017-18,ATL,ATL,TRUE,re_signed_standard,roster_continuity,3,20,76,NA,NA,FALSE,FALSE,NA,NA
john_henson_2018_MIL,John Henson,2018-19,2018-19,2018,2017-18,MIL,MIL,TRUE,re_signed_standard,roster_continuity,3,27,78,NA,NA,FALSE,FALSE,NA,NA
john_wall_2018_WAS,John Wall,2018-19,2018-19,2018,2017-18,WAS,WAS,TRUE,re_signed_standard,roster_continuity,3,27,45,NA,NA,FALSE,FALSE,NA,NA
jonas_jerebko_2018_GSW,Jonas Jerebko,2018-19,2018-19,2018,2017-18,UTA,GSW,FALSE,new_team,team_change,3,30,82,NA,NA,FALSE,FALSE,NA,NA
jonas_valanciunas_2018_MEM,Jonas Valanciunas,2018-19,2018-19,2018,2017-18,TOR,MEM,FALSE,new_team,team_change,3,25,77,NA,NA,FALSE,FALSE,NA,NA
jonathon_simmons_2018_PHI,Jonathon Simmons,2018-19,2018-19,2018,2017-18,ORL,PHI,FALSE,new_team,team_change,3,28,71,NA,NA,FALSE,FALSE,NA,NA
jordan_bell_2018_GSW,Jordan Bell,2018-19,2018-19,2018,2017-18,GSW,GSW,TRUE,re_signed_standard,roster_continuity,3,23,59,NA,NA,FALSE,FALSE,NA,NA
jordan_clarkson_2018_CLE,Jordan Clarkson,2018-19,2018-19,2018,2017-18,CLE,CLE,TRUE,re_signed_standard,roster_continuity,3,25,81,NA,NA,FALSE,FALSE,NA,NA
jose_calderon_2018_DET,Jose Calderon,2018-19,2018-19,2018,2017-18,CLE,DET,FALSE,new_team,team_change,3,36,80,NA,NA,FALSE,FALSE,NA,NA
josh_hart_2018_LAL,Josh Hart,2018-19,2018-19,2018,2017-18,LAL,LAL,TRUE,re_signed_standard,roster_continuity,3,22,65,NA,NA,FALSE,FALSE,NA,NA
josh_jackson_2018_PHX,Josh Jackson,2018-19,2018-19,2018,2017-18,PHX,PHX,TRUE,re_signed_standard,roster_continuity,3,20,80,NA,NA,FALSE,FALSE,NA,NA
josh_richardson_2018_MIA,Josh Richardson,2018-19,2018-19,2018,2017-18,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,24,82,NA,NA,FALSE,FALSE,NA,NA
jrue_holiday_2018_NOP,Jrue Holiday,2018-19,2018-19,2018,2017-18,NOP,NOP,TRUE,re_signed_standard,roster_continuity,3,27,82,NA,NA,FALSE,FALSE,NA,NA
juancho_hernangomez_2018_DEN,Juancho Hernangomez,2018-19,2018-19,2018,2017-18,DEN,DEN,TRUE,re_signed_standard,roster_continuity,3,22,44,NA,NA,FALSE,FALSE,NA,NA
julius_randle_2018_NOP,Julius Randle,2018-19,2018-19,2018,2017-18,LAL,NOP,FALSE,new_team,team_change,3,23,82,NA,NA,FALSE,FALSE,NA,NA
justin_anderson_2018_ATL,Justin Anderson,2018-19,2018-19,2018,2017-18,PHI,ATL,FALSE,new_team,team_change,3,24,53,NA,NA,FALSE,FALSE,NA,NA
justin_holiday_2018_MEM,Justin Holiday,2018-19,2018-19,2018,2017-18,CHI,MEM,FALSE,new_team,team_change,3,28,77,NA,NA,FALSE,FALSE,NA,NA
justin_jackson_2018_DAL,Justin Jackson,2018-19,2018-19,2018,2017-18,SAC,DAL,FALSE,new_team,team_change,3,22,78,NA,NA,FALSE,FALSE,NA,NA
justise_winslow_2018_MIA,Justise Winslow,2018-19,2018-19,2018,2017-18,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,21,82,NA,NA,FALSE,FALSE,NA,NA
jusuf_nurkic_2018_POR,Jusuf Nurkic,2018-19,2018-19,2018,2017-18,POR,POR,TRUE,re_signed_standard,roster_continuity,3,23,79,NA,NA,FALSE,FALSE,NA,NA
karl-anthony_towns_2018_MIN,Karl-Anthony Towns,2018-19,2018-19,2018,2017-18,MIN,MIN,TRUE,re_signed_standard,roster_continuity,3,22,82,NA,NA,FALSE,FALSE,NA,NA
kelly_olynyk_2018_MIA,Kelly Olynyk,2018-19,2018-19,2018,2017-18,MIA,MIA,TRUE,re_signed_standard,roster_continuity,3,26,82,NA,NA,FALSE,FALSE,NA,NA
kelly_oubre_2018_PHX,Kelly Oubre Jr.,2018-19,2018-19,2018,2017-18,WAS,PHX,FALSE,new_team,team_change,3,22,82,NA,NA,FALSE,FALSE,NA,NA
kemba_walker_2018_CHA,Kemba Walker,2018-19,2018-19,2018,2017-18,CHA,CHA,TRUE,re_signed_standard,roster_continuity,3,27,80,NA,NA,FALSE,FALSE,NA,NA
kenneth_faried_2018_HOU,Kenneth Faried,2018-19,2018-19,2018,2017-18,DEN,HOU,FALSE,new_team,team_change,3,28,72,NA,NA,FALSE,FALSE,NA,NA
kent_bazemore_2018_ATL,Kent Bazemore,2018-19,2018-19,2018,2017-18,ATL,ATL,TRUE,re_signed_standard,roster_continuity,3,28,67,NA,NA,FALSE,FALSE,NA,NA
kentavious_caldwell-pope_2018_LAL,Kentavious Caldwell-Pope,2018-19,2018-19,2018,2017-18,LAL,LAL,TRUE,re_signed_standard,roster_continuity,3,24,80,NA,NA,FALSE,FALSE,NA,NA
kevin_durant_2018_GSW,Kevin Durant,2018-19,2018-19,2018,2017-18,GSW,GSW,TRUE,re_signed_standard,roster_continuity,3,29,68,NA,NA,FALSE,FALSE,NA,NA
kevin_love_2018_CLE,Kevin Love,2018-19,2018-19,2018,2017-18,CLE,CLE,TRUE,re_signed_standard,roster_continuity,3,29,61,NA,NA,FALSE,FALSE,NA,NA
kevon_looney_2018_GSW,Kevon Looney,2018-19,2018-19,2018,2017-18,GSW,GSW,TRUE,re_signed_standard,roster_continuity,3,21,72,NA,NA,FALSE,FALSE,NA,NA
khem_birch_2018_ORL,Khem Birch,2018-19,2018-19,2018,2017-18,ORL,ORL,TRUE,re_signed_standard,roster_continuity,3,25,51,NA,NA,FALSE,FALSE,NA,NA
khris_middleton_2018_MIL,Khris Middleton,2018-19,2018-19,2018,2017-18,MIL,MIL,TRUE,re_signed_standard,roster_continuity,3,26,82,NA,NA,FALSE,FALSE,NA,NA
klay_thompson_2018_GSW,Klay Thompson,2018-19,2018-19,2018,2017-18,GSW,GSW,TRUE,re_signed_standard,roster_continuity,3,27,73,NA,NA,FALSE,FALSE,NA,NA
kosta_koufos_2018_SAC,Kosta Koufos,2018-19,2018-19,2018,2017-18,SAC,SAC,TRUE,re_signed_standard,roster_continuity,3,28,81,NA,NA,FALSE,FALSE,NA,NA
kris_dunn_2018_CHI,Kris Dunn,2018-19,2018-19,2018,2017-18,CHI,CHI,TRUE,re_signed_standard,roster_continuity,3,23,52,NA,NA,FALSE,FALSE,NA,NA
kyle_anderson_2018_MEM,Kyle Anderson,2018-19,2018-19,2018,2017-18,SAS,MEM,FALSE,new_team,team_change,3,24,74,NA,NA,FALSE,FALSE,NA,NA
kyle_korver_2018_UTA,Kyle Korver,2018-19,2018-19,2018,2017-18,CLE,UTA,FALSE,new_team,team_change,3,36,74,NA,NA,FALSE,FALSE,NA,NA
kyle_kuzma_2018_LAL,Kyle Kuzma,2018-19,2018-19,2018,2017-18,LAL,LAL,TRUE,re_signed_standard,roster_continuity,3,22,78,NA,NA,FALSE,FALSE,NA,NA
kyle_lowry_2018_TOR,Kyle Lowry,2018-19,2018-19,2018,2017-18,TOR,TOR,TRUE,re_signed_standard,roster_continuity,3,31,78,NA,NA,FALSE,FALSE,NA,NA
