model,term,estimate,std.error,statistic,p.value,conf.low,conf.high,n_obs,r_squared
main,treatment_categoryre_signed_supermax,0.47780725210843245,0.5491212073084923,0.8701307575615155,0.3845562052438941,-0.6004961442506207,1.5561106484674856,2378,0.27072696921704487
main,treatment_categorynew_team,-0.34510425066269157,0.07166480373644327,-4.815533325561844,1.8353887126037265e-6,-0.48583165335613443,-0.20437684796924868,2378,0.27072696921704487
main,age_at_signing,-0.15539422867468183,0.012577615469533955,-12.354824255128841,1.3677017323255888e-31,-0.18009275661056853,-0.13069570073879513,2378,0.27072696921704487
main,pre_impact_overall_mw,-0.18061686048396072,0.028990713828242573,-6.23016258081941,8.461899683429185e-10,-0.23754561276634206,-0.12368810820157938,2378,0.27072696921704487
