player_name,season,impact_overall,impact_offense,impact_defense,minutes_played,games_played,age,metric_source
Rudy Gay,2018-19,1.4,0.8,0.6,1842,69,32,bpm_basketball_reference
Rudy Gobert,2018-19,5.4,3,2.5,2577,81,26,bpm_basketball_reference
Russell Westbrook,2018-19,5.2,2.8,2.4,2630,73,30,bpm_basketball_reference
Ryan Anderson,2018-19,-6.4,-4.5,-1.9,322,25,30,bpm_basketball_reference
Ryan Arcidiacono,2018-19,-1.9,-2,0.1,1961,81,24,bpm_basketball_reference
Ryan Broekhoff,2018-19,-1,-0.5,-0.5,453,42,28,bpm_basketball_reference
Salah Mejri,2018-19,0.8,-1.1,1.9,399,36,32,bpm_basketball_reference
Sam Dekker,2018-19,-1.8,-1,-0.7,788,47,24,bpm_basketball_reference
Scott Machado,2018-19,5.5,2.9,2.7,19,4,28,bpm_basketball_reference
Semi Ojeleye,2018-19,-4,-2.8,-1.2,594,56,24,bpm_basketball_reference
Serge Ibaka,2018-19,0.2,0.2,0.1,2010,74,29,bpm_basketball_reference
Seth Curry,2018-19,-1,-0.4,-0.7,1399,74,28,bpm_basketball_reference
Shabazz Napier,2018-19,1.5,0.9,0.6,983,56,27,bpm_basketball_reference
Shai Gilgeous-Alexander,2018-19,-0.5,-0.9,0.4,2174,82,20,bpm_basketball_reference
Shake Milton,2018-19,-3.2,-2.6,-0.6,268,20,22,bpm_basketball_reference
Shaquille Harrison,2018-19,-1.3,-2.8,1.5,1430,73,25,bpm_basketball_reference
Shaun Livingston,2018-19,-1,-1.7,0.7,967,64,33,bpm_basketball_reference
Shelvin Mack,2018-19,-3,-2.7,-0.4,1246,57,28,bpm_basketball_reference
Sindarius Thornwell,2018-19,-4.7,-5.8,1,313,64,24,bpm_basketball_reference
Skal Labissière,2018-19,-3,-2.9,-0.1,176,22,22,bpm_basketball_reference
Solomon Hill,2018-19,-3.6,-3.1,-0.4,878,44,27,bpm_basketball_reference
Spencer Dinwiddie,2018-19,0.6,1.4,-0.8,1914,68,25,bpm_basketball_reference
Stanley Johnson,2018-19,-2.2,-3.1,0.9,1208,66,22,bpm_basketball_reference
Stephen Curry,2018-19,6.6,7.1,-0.5,2331,69,30,bpm_basketball_reference
Sterling Brown,2018-19,-1.5,-1.8,0.3,1034,58,23,bpm_basketball_reference
Steven Adams,2018-19,1.1,0.7,0.4,2669,80,25,bpm_basketball_reference
Svi Mykhailiuk,2018-19,-5,-3.9,-1.1,440,42,21,bpm_basketball_reference
T.J. Leaf,2018-19,-0.3,0.3,-0.6,522,58,21,bpm_basketball_reference
T.J. McConnell,2018-19,-0.9,-1.8,0.9,1470,76,26,bpm_basketball_reference
T.J. Warren,2018-19,-0.2,0.9,-1.1,1360,43,25,bpm_basketball_reference
Tahjere McCall,2018-19,-6.6,-6,-0.6,8,1,24,bpm_basketball_reference
Taj Gibson,2018-19,-0.1,0.3,-0.4,1686,70,33,bpm_basketball_reference
Taurean Prince,2018-19,-2,-1,-1,1552,55,24,bpm_basketball_reference
Terrance Ferguson,2018-19,-3.8,-3.9,0.1,1931,74,20,bpm_basketball_reference
Terrence Jones,2018-19,-31.1,-24.7,-6.4,5,2,27,bpm_basketball_reference
Terrence Ross,2018-19,0.8,1.1,-0.3,2150,81,27,bpm_basketball_reference
Terry Rozier,2018-19,-0.2,-0.7,0.5,1791,79,24,bpm_basketball_reference
Thabo Sefolosha,2018-19,1.5,-1.6,3.1,609,50,34,bpm_basketball_reference
Thaddeus Young,2018-19,1.5,0.4,1.1,2489,81,30,bpm_basketball_reference
Theo Pinson,2018-19,-3.2,-3.6,0.4,211,18,23,bpm_basketball_reference
Thomas Bryant,2018-19,2,2.3,-0.3,1496,72,21,bpm_basketball_reference
Thomas Welsh,2018-19,1.2,2.2,-1.1,36,11,22,bpm_basketball_reference
Thon Maker,2018-19,-1.2,-2.2,1,972,64,21,bpm_basketball_reference
Tim Frazier,2018-19,-1.8,-1.4,-0.4,1120,59,28,bpm_basketball_reference
Tim Hardaway Jr.,2018-19,-2,-0.1,-2,2057,65,26,bpm_basketball_reference
Timothé Luwawu-Cabarrot,2018-19,-5.2,-4.1,-1.1,669,50,23,bpm_basketball_reference
Tobias Harris,2018-19,1.6,2.1,-0.5,2847,82,26,bpm_basketball_reference
Tomáš Satoranský,2018-19,-0.7,-0.4,-0.3,2164,80,27,bpm_basketball_reference
Tony Bradley,2018-19,-6,-3.6,-2.4,36,3,21,bpm_basketball_reference
Tony Parker,2018-19,-2.6,-0.3,-2.3,1003,56,36,bpm_basketball_reference
Tony Snell,2018-19,-0.7,-1,0.3,1304,74,27,bpm_basketball_reference
Torrey Craig,2018-19,-1.9,-2,0.2,1503,75,28,bpm_basketball_reference
Trae Young,2018-19,-0.6,2.3,-2.8,2503,81,20,bpm_basketball_reference
Treveon Graham,2018-19,-3.7,-3.7,0,715,35,25,bpm_basketball_reference
Trevon Duval,2018-19,24.4,19.1,5.3,6,3,20,bpm_basketball_reference
Trevor Ariza,2018-19,-1.3,-0.7,-0.6,2349,69,33,bpm_basketball_reference
Trey Burke,2018-19,0.1,1.5,-1.4,1125,58,26,bpm_basketball_reference
Trey Lyles,2018-19,-2.4,-1.8,-0.7,1120,64,23,bpm_basketball_reference
Tristan Thompson,2018-19,-0.5,1.4,-1.9,1198,43,27,bpm_basketball_reference
Troy Brown Jr.,2018-19,-2.7,-1.7,-1,730,52,19,bpm_basketball_reference
Troy Caupain,2018-19,13.3,9.6,3.7,16,4,23,bpm_basketball_reference
Troy Daniels,2018-19,-3.7,-1.7,-2,760,51,27,bpm_basketball_reference
Troy Williams,2018-19,-2.4,-2.4,0,312,21,24,bpm_basketball_reference
Tyler Cavanaugh,2018-19,-8.4,-5.3,-3.1,39,11,24,bpm_basketball_reference
Tyler Davis,2018-19,-40.7,-9.6,-31.1,1,1,21,bpm_basketball_reference
Tyler Dorsey,2018-19,-3.5,-1.4,-2.1,698,48,22,bpm_basketball_reference
Tyler Johnson,2018-19,-0.4,-0.7,0.3,1529,57,26,bpm_basketball_reference
Tyler Lydon,2018-19,-4.2,-2.8,-1.4,94,25,22,bpm_basketball_reference
Tyler Ulis,2018-19,-10.4,-7.7,-2.7,1,1,23,bpm_basketball_reference
Tyler Zeller,2018-19,-5,-3.1,-1.9,93,6,29,bpm_basketball_reference
Tyreke Evans,2018-19,-2.7,-2.4,-0.3,1402,69,29,bpm_basketball_reference
Tyrone Wallace,2018-19,-6.4,-5.6,-0.8,628,62,24,bpm_basketball_reference
Tyson Chandler,2018-19,-2.1,-2.9,0.8,875,55,36,bpm_basketball_reference
Tyus Jones,2018-19,-0.6,-0.9,0.3,1560,68,22,bpm_basketball_reference
Udonis Haslem,2018-19,-10.9,-8.4,-2.4,74,10,38,bpm_basketball_reference
Victor Oladipo,2018-19,2.9,1.8,1.2,1147,36,26,bpm_basketball_reference
Vince Carter,2018-19,-0.7,-0.4,-0.3,1330,76,42,bpm_basketball_reference
Vince Edwards,2018-19,-6.4,-1.6,-4.8,16,2,22,bpm_basketball_reference
Wade Baldwin,2018-19,-10.3,-8.4,-1.9,94,16,22,bpm_basketball_reference
Walt Lemon Jr.,2018-19,-2.2,-2.4,0.2,167,6,26,bpm_basketball_reference
Wayne Ellington,2018-19,0,-0.3,0.3,1297,53,31,bpm_basketball_reference
Wayne Selden,2018-19,-5.4,-3.8,-1.6,1439,75,24,bpm_basketball_reference
Wendell Carter Jr.,2018-19,-1.6,-2.2,0.6,1110,44,19,bpm_basketball_reference
Wes Iwundu,2018-19,-3.2,-3.8,0.6,1233,68,24,bpm_basketball_reference
Wesley Johnson,2018-19,-4.8,-4.3,-0.5,534,38,31,bpm_basketball_reference
Wesley Matthews,2018-19,-1.8,-1.4,-0.5,2091,69,32,bpm_basketball_reference
Will Barton,2018-19,-1.8,-1.1,-0.8,1189,43,28,bpm_basketball_reference
Willie Cauley-Stein,2018-19,1.2,0.2,1.1,2213,81,25,bpm_basketball_reference
Willy Hernangómez,2018-19,-0.1,1.1,-1.1,812,58,24,bpm_basketball_reference
Wilson Chandler,2018-19,-2.8,-2.3,-0.5,1177,51,31,bpm_basketball_reference
Yante Maten,2018-19,-9.1,-7.5,-1.6,13,2,22,bpm_basketball_reference
Yogi Ferrell,2018-19,-1.4,-1,-0.4,1067,71,25,bpm_basketball_reference
Yuta Watanabe,2018-19,-9.1,-7,-2.1,174,15,24,bpm_basketball_reference
Zach Collins,2018-19,-1.2,-1.5,0.3,1356,77,21,bpm_basketball_reference
Zach LaVine,2018-19,0.8,2.4,-1.6,2171,63,23,bpm_basketball_reference
Zach Lofton,2018-19,-11.5,-17.4,6,4,1,26,bpm_basketball_reference
Zaza Pachulia,2018-19,-1.2,-2.8,1.6,878,68,34,bpm_basketball_reference
Zhaire Smith,2018-19,-5,-2.8,-2.2,111,6,19,bpm_basketball_reference
Zhou Qi,2018-19,52,40.1,11.9,1,1,23,bpm_basketball_reference
Álex Abrines,2018-19,-3.3,-3.7,0.4,588,31,25,bpm_basketball_reference
Ángel Delgado,2018-19,-12,-7,-5,15,2,24,bpm_basketball_reference
Aaron Gordon,2019-20,0,-0.1,0.1,2017,62,24,bpm_basketball_reference
Aaron Holiday,2019-20,-1.6,-1.6,0,1617,66,23,bpm_basketball_reference
Abdel Nader,2019-20,-1,-1.2,0.2,867,55,26,bpm_basketball_reference
Adam Mokoka,2019-20,-4.1,-2.9,-1.2,112,11,21,bpm_basketball_reference
Admiral Schofield,2019-20,-5.5,-4.3,-1.2,368,33,22,bpm_basketball_reference
Al Horford,2019-20,2.2,1.3,1,2025,67,33,bpm_basketball_reference
Al-Farouq Aminu,2019-20,-3,-4.4,1.4,380,18,29,bpm_basketball_reference
Alec Burks,2019-20,0.5,1.2,-0.7,1754,66,28,bpm_basketball_reference
Alen Smailagić,2019-20,-2.2,-1.5,-0.7,139,14,19,bpm_basketball_reference
Alex Caruso,2019-20,-0.2,-2.6,2.4,1175,64,25,bpm_basketball_reference
Alex Len,2019-20,-0.7,-0.5,-0.3,970,55,26,bpm_basketball_reference
Alfonzo McKinnie,2019-20,-5.3,-4.4,-0.9,593,40,27,bpm_basketball_reference
Alize Johnson,2019-20,-1.6,-1.8,0.2,118,17,23,bpm_basketball_reference
Allen Crabbe,2019-20,-5.3,-3.7,-1.5,653,37,27,bpm_basketball_reference
Allonzo Trier,2019-20,-0.4,1,-1.4,291,24,24,bpm_basketball_reference
Amile Jefferson,2019-20,-5.8,-4.8,-1,74,18,26,bpm_basketball_reference
Amir Coffey,2019-20,-4.1,-4.3,0.1,159,18,22,bpm_basketball_reference
Andre Drummond,2019-20,0.9,-0.1,1.1,1879,57,26,bpm_basketball_reference
Andre Iguodala,2019-20,-0.5,-1.9,1.4,418,21,36,bpm_basketball_reference
Andre Roberson,2019-20,-5.4,-5.2,-0.2,87,7,28,bpm_basketball_reference
Andrew Wiggins,2019-20,-0.3,1.1,-1.4,1858,54,24,bpm_basketball_reference
Anfernee Simons,2019-20,-4.5,-2.6,-1.9,1449,70,20,bpm_basketball_reference
Ante Žižić,2019-20,-3.2,-1.7,-1.5,221,22,23,bpm_basketball_reference
Anthony Davis,2019-20,8,5.4,2.6,2131,62,26,bpm_basketball_reference
Anthony Tolliver,2019-20,-3.2,-2.7,-0.5,872,55,34,bpm_basketball_reference
Antonius Cleveland,2019-20,-10.1,-9,-1,46,11,25,bpm_basketball_reference
Anžejs Pasečņiks,2019-20,-5.6,-4.1,-1.5,437,27,24,bpm_basketball_reference
Aron Baynes,2019-20,-1,-0.2,-0.8,934,42,33,bpm_basketball_reference
Austin Rivers,2019-20,-2.5,-2.1,-0.4,1594,68,27,bpm_basketball_reference
Avery Bradley,2019-20,-2.5,-3,0.5,1186,49,29,bpm_basketball_reference
B.J. Johnson,2019-20,-9,-5.8,-3.2,83,10,24,bpm_basketball_reference
Bam Adebayo,2019-20,3.4,1.4,2,2417,72,22,bpm_basketball_reference
Ben McLemore,2019-20,-0.5,0.1,-0.6,1619,71,26,bpm_basketball_reference
Ben Simmons,2019-20,3.6,1.3,2.3,2017,57,23,bpm_basketball_reference
Bismack Biyombo,2019-20,-2.5,-1.8,-0.7,1029,53,27,bpm_basketball_reference
Blake Griffin,2019-20,-4.3,-1.7,-2.6,512,18,30,bpm_basketball_reference
Boban Marjanović,2019-20,1.2,2.8,-1.6,422,44,31,bpm_basketball_reference
Bobby Portis,2019-20,-1.1,0,-1.1,1393,66,24,bpm_basketball_reference
Bogdan Bogdanović,2019-20,0.6,1.2,-0.5,1766,61,27,bpm_basketball_reference
Bojan Bogdanović,2019-20,0.1,1.6,-1.5,2083,63,30,bpm_basketball_reference
Bol Bol,2019-20,-3,-2.3,-0.7,87,7,20,bpm_basketball_reference
Brad Wanamaker,2019-20,-0.6,-1.9,1.3,1369,71,30,bpm_basketball_reference
Bradley Beal,2019-20,2.9,5.3,-2.4,2053,57,26,bpm_basketball_reference
Brandon Clarke,2019-20,3.1,2.4,0.7,1300,58,23,bpm_basketball_reference
Brandon Goodwin,2019-20,-2.9,-1.6,-1.3,430,34,24,bpm_basketball_reference
Brandon Ingram,2019-20,2.1,2.5,-0.4,2104,62,22,bpm_basketball_reference
Brandon Knight,2019-20,-4.4,-1.8,-2.6,462,25,28,bpm_basketball_reference
Brian Bowen,2019-20,-10.9,-9.1,-1.8,31,6,21,bpm_basketball_reference
Brook Lopez,2019-20,2,-0.4,2.5,1817,68,31,bpm_basketball_reference
Bruce Brown,2019-20,-1.2,-2,0.8,1634,58,23,bpm_basketball_reference
Bruno Caboclo,2019-20,-2.1,-3,0.9,244,30,24,bpm_basketball_reference
Bruno Fernando,2019-20,-4.1,-3.2,-0.9,713,56,21,bpm_basketball_reference
Bryn Forbes,2019-20,-2.7,-0.6,-2.1,1579,63,26,bpm_basketball_reference
Buddy Hield,2019-20,1.1,2.5,-1.4,2216,72,27,bpm_basketball_reference
C.J. Miles,2019-20,-1.7,-1.7,0,161,10,32,bpm_basketball_reference
CJ McCollum,2019-20,0.5,2.3,-1.8,2556,70,28,bpm_basketball_reference
Caleb Martin,2019-20,-1,-1.6,0.6,317,18,24,bpm_basketball_reference
Caleb Swanigan,2019-20,-6,-6.3,0.2,288,27,22,bpm_basketball_reference
Cam Reddish,2019-20,-4.2,-3.3,-1,1551,58,20,bpm_basketball_reference
Cameron Johnson,2019-20,0.3,0.8,-0.4,1255,57,23,bpm_basketball_reference
Cameron Payne,2019-20,1.7,0.7,1,183,8,25,bpm_basketball_reference
Caris LeVert,2019-20,-0.3,0.6,-0.9,1330,45,25,bpm_basketball_reference
Carmelo Anthony,2019-20,-3.6,-1.8,-1.8,1902,58,35,bpm_basketball_reference
Carsen Edwards,2019-20,-4.6,-4.4,-0.2,351,37,21,bpm_basketball_reference
Cedi Osman,2019-20,-2.6,-1.7,-0.9,1910,65,24,bpm_basketball_reference
Chandler Hutchison,2019-20,-2.6,-2.7,0.1,527,28,23,bpm_basketball_reference
Chandler Parsons,2019-20,-6,-4.4,-1.6,54,5,31,bpm_basketball_reference
Charlie Brown Jr.,2019-20,-2.5,-1.2,-1.4,40,10,22,bpm_basketball_reference
Chasson Randle,2019-20,-5.9,-6,0.2,40,3,26,bpm_basketball_reference
Cheick Diallo,2019-20,-1.3,-1.1,-0.2,479,47,23,bpm_basketball_reference
Chimezie Metu,2019-20,1.7,1.7,-0.1,105,18,22,bpm_basketball_reference
Chris Boucher,2019-20,2,1,1,819,62,27,bpm_basketball_reference
Chris Chiozza,2019-20,-1.2,-1.6,0.5,401,28,24,bpm_basketball_reference
Chris Clemons,2019-20,-1,0.3,-1.3,291,33,22,bpm_basketball_reference
Chris Paul,2019-20,4.4,3,1.4,2208,70,34,bpm_basketball_reference
Chris Silva,2019-20,-2.3,-3.1,0.8,346,44,23,bpm_basketball_reference
Christian Wood,2019-20,3.1,3.5,-0.3,1325,62,24,bpm_basketball_reference
Clint Capela,2019-20,1.4,1,0.4,1279,39,25,bpm_basketball_reference
Coby White,2019-20,-2.9,-1.3,-1.6,1674,65,19,bpm_basketball_reference
Cody Martin,2019-20,-2.1,-3.1,1,903,48,24,bpm_basketball_reference
Cody Zeller,2019-20,-0.6,0.2,-0.8,1341,58,27,bpm_basketball_reference
Collin Sexton,2019-20,-1.8,0.3,-2.1,2143,65,21,bpm_basketball_reference
Corey Brewer,2019-20,-3.2,-6,2.8,33,5,33,bpm_basketball_reference
Cory Joseph,2019-20,-2,-2.1,0.1,1759,72,28,bpm_basketball_reference
Courtney Lee,2019-20,-0.6,-2.1,1.5,345,24,34,bpm_basketball_reference
Cristiano Felício,2019-20,-3.1,-1.4,-1.7,386,22,27,bpm_basketball_reference
D'Angelo Russell,2019-20,1.9,3.8,-1.9,1452,45,23,bpm_basketball_reference
D.J. Augustin,2019-20,-1.6,-0.3,-1.3,1420,57,32,bpm_basketball_reference
D.J. Wilson,2019-20,-4,-4.1,0,363,37,23,bpm_basketball_reference
DaQuan Jeffries,2019-20,-3.8,-2.8,-1.1,141,13,22,bpm_basketball_reference
Damian Jones,2019-20,-1.5,-1.6,0.1,887,55,24,bpm_basketball_reference
Damian Lillard,2019-20,7.5,8.3,-0.9,2474,66,29,bpm_basketball_reference
Damion Lee,2019-20,-2.3,-1.5,-0.8,1423,49,27,bpm_basketball_reference
Damyean Dotson,2019-20,-1.4,-0.9,-0.5,836,48,25,bpm_basketball_reference
Daniel Gafford,2019-20,-1.3,-2.8,1.5,609,43,21,bpm_basketball_reference
Daniel Theis,2019-20,2.4,0.6,1.8,1566,65,27,bpm_basketball_reference
Danilo Gallinari,2019-20,3.3,4.1,-0.9,1834,62,31,bpm_basketball_reference
Danny Green,2019-20,0.5,-1.1,1.5,1687,68,32,bpm_basketball_reference
Danté Exum,2019-20,-2.9,-2.5,-0.4,485,35,24,bpm_basketball_reference
Danuel House Jr.,2019-20,-0.7,-0.8,0,1913,63,26,bpm_basketball_reference
Dario Šarić,2019-20,-0.4,-0.1,-0.3,1632,66,25,bpm_basketball_reference
Darius Bazley,2019-20,-1.6,-2.1,0.5,1130,61,19,bpm_basketball_reference
Darius Garland,2019-20,-5.5,-2.7,-2.8,1824,59,20,bpm_basketball_reference
Daryl Macon,2019-20,-12,-7.3,-4.8,14,4,24,bpm_basketball_reference
David Nwaba,2019-20,1.1,-1,2,268,20,27,bpm_basketball_reference
De'Aaron Fox,2019-20,1.8,2.3,-0.5,1634,51,22,bpm_basketball_reference
De'Andre Hunter,2019-20,-4.7,-2.9,-1.8,2018,63,22,bpm_basketball_reference
De'Anthony Melton,2019-20,-0.2,-2.2,2,1167,60,21,bpm_basketball_reference
DeAndre Jordan,2019-20,3,1.2,1.8,1234,56,31,bpm_basketball_reference
DeAndre' Bembry,2019-20,-2.5,-3.5,1.1,915,43,25,bpm_basketball_reference
DeMar DeRozan,2019-20,1.9,2.3,-0.4,2316,68,30,bpm_basketball_reference
DeMarre Carroll,2019-20,-3.9,-3.1,-0.7,290,24,33,bpm_basketball_reference
Dean Wade,2019-20,-1.3,-1.7,0.5,71,12,23,bpm_basketball_reference
Deandre Ayton,2019-20,0.4,0.8,-0.4,1236,38,21,bpm_basketball_reference
Dejounte Murray,2019-20,0.4,-0.9,1.3,1687,66,23,bpm_basketball_reference
Delon Wright,2019-20,1.9,0,1.9,1570,73,27,bpm_basketball_reference
Dennis Schröder,2019-20,-0.1,1.1,-1.1,1999,65,26,bpm_basketball_reference
Dennis Smith Jr.,2019-20,-6.1,-5.2,-0.9,537,34,22,bpm_basketball_reference
Denzel Valentine,2019-20,-0.6,-0.8,0.2,488,36,26,bpm_basketball_reference
Deonte Burton,2019-20,-6.8,-6.3,-0.5,356,39,26,bpm_basketball_reference
Derrick Favors,2019-20,1,0.7,0.3,1243,51,28,bpm_basketball_reference
Derrick Jones Jr.,2019-20,0.7,-0.3,1.1,1375,59,22,bpm_basketball_reference
Derrick Rose,2019-20,2.2,3.9,-1.7,1298,50,31,bpm_basketball_reference
Derrick Walton,2019-20,-1,-2.2,1.3,248,26,24,bpm_basketball_reference
Derrick White,2019-20,1.3,1.2,0.1,1677,68,25,bpm_basketball_reference
Devin Booker,2019-20,2.2,3.4,-1.3,2512,70,23,bpm_basketball_reference
Devon Hall,2019-20,-6.7,-6,-0.7,81,11,24,bpm_basketball_reference
Devontae Cacok,2019-20,0.2,4.8,-4.6,9,1,23,bpm_basketball_reference
Devonte' Graham,2019-20,0.5,2.5,-2.1,2211,63,24,bpm_basketball_reference
Dewan Hernandez,2019-20,-9.6,-6.6,-3,28,6,23,bpm_basketball_reference
Dewayne Dedmon,2019-20,-5.8,-5.8,0,774,44,30,bpm_basketball_reference
Dillon Brooks,2019-20,-4.1,-2.7,-1.4,2112,73,24,bpm_basketball_reference
Dion Waiters,2019-20,-1.2,-0.7,-0.6,207,10,28,bpm_basketball_reference
Domantas Sabonis,2019-20,3.2,2,1.2,2159,62,23,bpm_basketball_reference
Donovan Mitchell,2019-20,1.9,2.4,-0.6,2364,69,23,bpm_basketball_reference
Donta Hall,2019-20,-3.9,-3.5,-0.4,133,9,22,bpm_basketball_reference
Donte DiVincenzo,2019-20,1.3,-1.1,2.4,1520,66,23,bpm_basketball_reference
Dorian Finney-Smith,2019-20,-0.2,0.1,-0.3,2120,71,26,bpm_basketball_reference
Doug McDermott,2019-20,0,1.4,-1.3,1372,69,28,bpm_basketball_reference
Dragan Bender,2019-20,-2.9,-3.1,0.2,286,16,22,bpm_basketball_reference
Draymond Green,2019-20,-0.2,-2.1,1.9,1222,43,29,bpm_basketball_reference
Drew Eubanks,2019-20,-1.8,-1.4,-0.4,272,22,22,bpm_basketball_reference
Duncan Robinson,2019-20,0.5,1.5,-1,2166,73,25,bpm_basketball_reference
Dusty Hannahs,2019-20,3.1,5.1,-2.1,13,2,26,bpm_basketball_reference
Dwayne Bacon,2019-20,-6.8,-5.9,-0.9,687,39,24,bpm_basketball_reference
Dwight Howard,2019-20,0.2,-1,1.2,1306,69,34,bpm_basketball_reference
Dwight Powell,2019-20,1.3,0.4,0.9,1061,40,28,bpm_basketball_reference
Dāvis Bertāns,2019-20,0.9,2.7,-1.8,1583,54,27,bpm_basketball_reference
Džanan Musa,2019-20,-4.4,-3.5,-0.9,487,40,20,bpm_basketball_reference
E'Twaun Moore,2019-20,-2.7,-1.9,-0.8,1020,56,30,bpm_basketball_reference
Ed Davis,2019-20,-3.2,-4.6,1.5,303,28,30,bpm_basketball_reference
Edmond Sumner,2019-20,-2.9,-3.1,0.2,447,31,24,bpm_basketball_reference
Elfrid Payton,2019-20,0,-0.4,0.4,1246,45,25,bpm_basketball_reference
Elie Okobo,2019-20,-1.9,-1.9,0,719,55,22,bpm_basketball_reference
Emmanuel Mudiay,2019-20,-1.9,-1.8,-0.1,850,54,23,bpm_basketball_reference
Enes Freedom,2019-20,1.5,1.8,-0.3,983,58,27,bpm_basketball_reference
Eric Bledsoe,2019-20,1.8,0.8,1,1646,61,30,bpm_basketball_reference
Eric Gordon,2019-20,-3.9,-1.8,-2.1,1016,36,31,bpm_basketball_reference
Eric Mika,2019-20,-3.4,-1.9,-1.5,19,1,25,bpm_basketball_reference
Eric Paschall,2019-20,-2.7,-0.7,-2,1654,60,23,bpm_basketball_reference
Ersan İlyasova,2019-20,0.4,-0.3,0.8,986,63,32,bpm_basketball_reference
Evan Fournier,2019-20,1,1.4,-0.4,2076,66,27,bpm_basketball_reference
Evan Turner,2019-20,-5.5,-4.9,-0.7,251,19,31,bpm_basketball_reference
Frank Jackson,2019-20,-5.5,-3.3,-2.2,797,59,21,bpm_basketball_reference
Frank Kaminsky,2019-20,-0.5,-0.1,-0.4,777,39,26,bpm_basketball_reference
Frank Mason III,2019-20,0,-0.6,0.6,118,9,25,bpm_basketball_reference
Frank Ntilikina,2019-20,-3.2,-3.6,0.4,1187,57,21,bpm_basketball_reference
Fred VanVleet,2019-20,2.7,1.3,1.4,1928,54,25,bpm_basketball_reference
Furkan Korkmaz,2019-20,-1.3,-0.4,-1,1559,72,22,bpm_basketball_reference
Gabe Vincent,2019-20,-10.4,-8.5,-1.9,83,9,23,bpm_basketball_reference
Garrett Temple,2019-20,-1.1,-1.4,0.3,1730,62,33,bpm_basketball_reference
Garrison Mathews,2019-20,-1.1,-0.6,-0.5,227,18,23,bpm_basketball_reference
Gary Clark,2019-20,-1.9,-0.9,-0.9,567,42,25,bpm_basketball_reference
Gary Harris,2019-20,-2.5,-2.8,0.3,1780,56,25,bpm_basketball_reference
Gary Payton II,2019-20,-1.6,-3.1,1.5,432,29,27,bpm_basketball_reference
Gary Trent Jr.,2019-20,-0.3,0.5,-0.8,1332,61,21,bpm_basketball_reference
George Hill,2019-20,2.9,1.6,1.3,1271,59,33,bpm_basketball_reference
Georges Niang,2019-20,-0.1,0.4,-0.5,923,66,26,bpm_basketball_reference
Giannis Antetokounmpo,2019-20,11.5,7.4,4.1,1917,63,25,bpm_basketball_reference
Glenn Robinson III,2019-20,-1.7,-0.5,-1.2,1786,62,26,bpm_basketball_reference
Goga Bitadze,2019-20,-2.3,-4.1,1.8,471,54,20,bpm_basketball_reference
Goran Dragić,2019-20,-0.1,1.4,-1.6,1663,59,33,bpm_basketball_reference
Gordon Hayward,2019-20,2.7,2.6,0.1,1740,52,29,bpm_basketball_reference
Gorgui Dieng,2019-20,1.5,-0.2,1.8,1096,63,30,bpm_basketball_reference
Grant Williams,2019-20,-2.7,-4.1,1.4,1043,69,21,bpm_basketball_reference
Grayson Allen,2019-20,-1.3,-0.1,-1.2,718,38,24,bpm_basketball_reference
Hamidou Diallo,2019-20,-3.9,-4.2,0.3,896,46,21,bpm_basketball_reference
Harrison Barnes,2019-20,-1.3,0,-1.3,2482,72,27,bpm_basketball_reference
Harry Giles,2019-20,-1.3,-2.2,0.9,667,46,21,bpm_basketball_reference
Hassan Whiteside,2019-20,3.2,2.5,0.7,2008,67,30,bpm_basketball_reference
Henry Ellenson,2019-20,-10.9,-7.5,-3.4,15,5,23,bpm_basketball_reference
Ian Mahinmi,2019-20,-2.7,-2.8,0,808,38,33,bpm_basketball_reference
Ignas Brazdeikis,2019-20,-9,-5.1,-3.9,53,9,21,bpm_basketball_reference
Iman Shumpert,2019-20,-5.5,-6.2,0.7,241,13,29,bpm_basketball_reference
Isaac Bonga,2019-20,-2.8,-2.7,-0.1,1250,66,20,bpm_basketball_reference
Isaiah Hartenstein,2019-20,0.3,-1,1.3,266,23,21,bpm_basketball_reference
Isaiah Roby,2019-20,-15.4,-12,-3.4,11,3,21,bpm_basketball_reference
Isaiah Thomas,2019-20,-4.4,-0.5,-3.9,925,40,30,bpm_basketball_reference
Ish Smith,2019-20,-1.3,-0.3,-1,1787,68,31,bpm_basketball_reference
Ivica Zubac,2019-20,2.8,1.9,0.9,1326,72,22,bpm_basketball_reference
J.J. Barea,2019-20,-1.4,1.6,-3,450,29,35,bpm_basketball_reference
J.P. Macura,2019-20,-6.4,-5.2,-1.2,1,1,24,bpm_basketball_reference
J.R. Smith,2019-20,-9.8,-7.8,-2,79,6,34,bpm_basketball_reference
JJ Redick,2019-20,0.7,2.3,-1.7,1581,60,35,bpm_basketball_reference
Ja Morant,2019-20,0.3,1.4,-1.2,2074,67,20,bpm_basketball_reference
JaKarr Sampson,2019-20,-1.4,-2.8,1.4,471,34,26,bpm_basketball_reference
JaMychal Green,2019-20,-0.5,-1.2,0.7,1307,63,29,bpm_basketball_reference
JaVale McGee,2019-20,1.5,-0.6,2.1,1130,68,32,bpm_basketball_reference
Jabari Parker,2019-20,0.3,0.6,-0.3,917,38,24,bpm_basketball_reference
Jacob Evans,2019-20,-7.1,-5.8,-1.3,418,29,22,bpm_basketball_reference
Jae Crowder,2019-20,-0.1,-0.5,0.4,1875,65,29,bpm_basketball_reference
